"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0032944 regulation of mononuclear cell proliferation",1.71054095608513e-05,4.21320214342353,1.71054095608514e-05,0.00285660339666218,144,1.71054095608513e-05
"GO:0002252 immune effector process",2.19554634763996e-05,4.10647693294418,2.19554634763996e-05,0.00353076379313064,442,2.19554634763996e-05
"GO:0002521 leukocyte differentiation",2.61011984210009e-05,4.07231000360397,2.61011984210009e-05,0.00404755012657093,331,2.61011984210009e-05
"GO:0042098 T cell proliferation",3.504223970862e-05,4.04275949435098,3.504223970862e-05,0.0052466691315458,128,3.504223970862e-05
"GO:0002449 lymphocyte mediated immunity",3.91685605831461e-05,4.00374793001596,3.91685605831461e-05,0.00548694134506768,154,3.91685605831461e-05
"GO:0070663 regulation of leukocyte proliferation",3.9174385466858e-05,4.00805276406187,3.91743854668582e-05,0.00548694134506768,149,3.9174385466858e-05
"GO:0030217 T cell differentiation",9.4402028509384e-05,3.77757828924944,9.44020285093842e-05,0.0128091752433671,161,9.4402028509384e-05
"GO:0002443 leukocyte mediated immunity",0.000106155681963163,3.73952879291411,0.000106155681963163,0.0139675142752743,194,0.000106155681963163
"GO:0042108 positive regulation of cytokine biosynthetic process",0.000120885123882529,3.79463562264818,0.000120885123882529,0.015437741408763,58,0.000120885123882529
"GO:0031295 T cell costimulation",0.000134321945241496,3.75185743809581,0.000134321945241496,0.0163807281075432,64,0.000134321945241496
"GO:0031294 lymphocyte costimulation",0.000135814420053329,3.74686945684121,0.000135814420053329,0.0163807281075432,65,0.000135814420053329
"GO:0042129 regulation of T cell proliferation",0.000160681255969008,3.66051939702575,0.000160681255969008,0.0188561625247955,102,0.000160681255969008
"GO:0050864 regulation of B cell activation",0.000201806312953727,3.62091711276542,0.000201806312953726,0.0230590266011863,83,0.000201806312953727
"GO:0002697 regulation of immune effector process",0.000292552823630588,3.46436151834874,0.000292552823630586,0.0325708810308719,215,0.000292552823630588
"GO:0050852 T cell receptor signaling pathway",0.000303145360104008,3.4929777891461,0.000303145360104008,0.03290642883929,91,0.000303145360104008
"GO:0002699 positive regulation of immune effector process",0.000362031181667986,3.4367490335112,0.000362031181667986,0.0383399851415218,98,0.000362031181667987
"GO:0006959 humoral immune response",0.000409820618508929,3.40430002794649,0.000409820618508929,0.0423676458468041,101,0.000409820618508929
"GO:0042102 positive regulation of T cell proliferation",0.00042027410766743,3.41945040636449,0.00042027410766743,0.0424379110579531,66,0.00042027410766743
"GO:0050853 B cell receptor signaling pathway",0.000505804251292904,3.49497896603915,0.000505804251292903,0.049913683161677,30,0.000505804251292904
"GO:0001816 cytokine production",0.000526136288878593,3.28772557954568,0.000526136288878594,0.050766305918019,419,0.000526136288878594
"GO:0042035 regulation of cytokine biosynthetic process",0.000570034492995644,3.30758195197367,0.000570034492995643,0.0536988546169321,90,0.000570034492995644
"GO:0001817 regulation of cytokine production",0.000581263511514464,3.26054194488469,0.000581263511514465,0.0536988546169321,375,0.000581263511514464
"GO:0042100 B cell proliferation",0.000640379026636897,3.31900496643279,0.000640379026636897,0.057927619451196,60,0.000640379026636897
"GO:0002822 regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.000688920099074348,3.25584568420832,0.000688920099074346,0.0603922641790854,82,0.000688920099074347
"GO:0046634 regulation of alpha-beta T cell activation",0.00069544293158781,3.27725645250051,0.00069544293158781,0.0603922641790854,58,0.00069544293158781
"GO:0002819 regulation of adaptive immune response",0.000713413266507237,3.24000253233261,0.000713413266507238,0.0607380471210672,90,0.000713413266507237
"GO:0002706 regulation of lymphocyte mediated immunity",0.000741618081873759,3.24030300867386,0.000741618081873761,0.061925109836459,73,0.000741618081873759
"GO:0046631 alpha-beta T cell activation",0.000897394502812209,3.17161452861464,0.00089739450281221,0.0735186213435965,88,0.000897394502812209
"GO:0030888 regulation of B cell proliferation",0.000971984356689066,3.20057969243201,0.000971984356689066,0.077687605827353,51,0.000971984356689066
"GO:0006954 inflammatory response",0.000984066863312858,3.10362245007348,0.000984066863312854,0.077687605827353,477,0.000984066863312858
"GO:0019724 B cell mediated immunity",0.00101118223206015,3.1307094382201,0.00101118223206015,0.0784027366358065,96,0.00101118223206015
"GO:0002703 regulation of leukocyte mediated immunity",0.00105932086011235,3.1184791423543,0.00105932086011235,0.0806942311334704,91,0.00105932086011235
"GO:0045619 regulation of lymphocyte differentiation",0.00125136758155994,3.06116383627125,0.00125136758155994,0.0936799661919524,103,0.00125136758155994
"GO:0050671 positive regulation of lymphocyte proliferation",0.00131858496679086,3.04825790522883,0.00131858496679086,0.0970389139967107,94,0.00131858496679086
"GO:0032946 positive regulation of mononuclear cell proliferation",0.00143025409545374,3.02207395527389,0.00143025409545374,0.103502721374336,95,0.00143025409545374
"GO:0032609 interferon-gamma production",0.00152715852346656,3.01270391486717,0.00152715852346656,0.108703644408063,75,0.00152715852346656
"GO:0042089 cytokine biosynthetic process",0.00160059817650241,2.98434013605792,0.00160059817650241,0.112093504554411,100,0.00160059817650241
"GO:0016064 immunoglobulin mediated immune response",0.00186394195728908,2.93822501458717,0.00186394195728908,0.128464063151575,93,0.00186394195728908
"GO:0030183 B cell differentiation",0.00202055058461819,2.92010562857359,0.00202055058461819,0.13708172872519,77,0.00202055058461819
"GO:0002695 negative regulation of leukocyte activation",0.0021459355564854,2.88714266123257,0.0021459355564854,0.143348495173225,108,0.0021459355564854
"GO:0031349 positive regulation of defense response",0.00227704669824895,2.85201768446982,0.00227704669824895,0.147888432668727,223,0.00227704669824895
"GO:0042107 cytokine metabolic process",0.00228201865241933,2.86816474024114,0.00228201865241933,0.147888432668727,103,0.00228201865241933
"GO:0045621 positive regulation of lymphocyte differentiation",0.00235209120266767,2.8801750742393,0.00235209120266767,0.150187941205633,63,0.00235209120266766
"GO:0070665 positive regulation of leukocyte proliferation",0.0026453530314568,2.8206814217943,0.0026453530314568,0.166465548733122,98,0.00264535303145679
"GO:0051250 negative regulation of lymphocyte activation",0.00283661482542534,2.79926004630322,0.00283661482542536,0.175951165314241,94,0.00283661482542534
"GO:0002263 cell activation involved in immune response",0.0031242682645577,2.75697025862687,0.00312426826455771,0.188410733398744,132,0.0031242682645577
"GO:0002366 leukocyte activation involved in immune response",0.0031242682645577,2.75697025862687,0.00312426826455771,0.188410733398744,132,0.0031242682645577
"GO:0050857 positive regulation of antigen receptor-mediated signaling pathway",0.00317744516200342,3.05115779012544,0.00317744516200342,0.188992697170121,11,0.00317744516200342
"GO:0032649 regulation of interferon-gamma production",0.00362284074052222,2.72866688345971,0.00362284074052222,0.211997179059214,66,0.00362284074052222
"GO:0031347 regulation of defense response",0.00366185822879803,2.68850019276505,0.00366185822879803,0.211997179059214,419,0.00366185822879803
"GO:0001909 leukocyte mediated cytotoxicity",0.0037905343228089,2.72923321662534,0.0037905343228089,0.216283472139187,48,0.0037905343228089
"GO:0050866 negative regulation of cell activation",0.00383551988823523,2.68992032227656,0.00383551988823523,0.216283472139187,117,0.00383551988823523
"GO:0002440 production of molecular mediator of immune response",0.0043385144561265,2.65003752987359,0.00433851445612651,0.241001753406908,105,0.0043385144561265
"GO:0045580 regulation of T cell differentiation",0.00438487759538134,2.65394770868518,0.00438487759538134,0.241001753406908,80,0.00438487759538134
"GO:0032945 negative regulation of mononuclear cell proliferation",0.0045523119386792,2.66166282936725,0.00455231193867921,0.244026400465989,51,0.0045523119386792
"GO:0050672 negative regulation of lymphocyte proliferation",0.0045523119386792,2.66166282936725,0.00455231193867921,0.244026400465989,51,0.0045523119386792
"GO:0031341 regulation of cell killing",0.004947177220688,2.6541126161121,0.00494717722068801,0.261959066978382,35,0.004947177220688
"GO:0002377 immunoglobulin production",0.00526626050238434,2.5946299227293,0.00526626050238435,0.271737759533187,71,0.00526626050238434
"GO:0002683 negative regulation of immune system process",0.00535518901271912,2.56580583587284,0.00535518901271912,0.271737759533187,176,0.00535518901271912
"GO:0002285 lymphocyte activation involved in immune response",0.00537505280891944,2.57820191651646,0.00537505280891945,0.271737759533187,89,0.00537505280891944
"GO:0002705 positive regulation of leukocyte mediated immunity",0.00544476855812695,2.60244633675455,0.00544476855812695,0.271737759533187,45,0.00544476855812695
"GO:0002708 positive regulation of lymphocyte mediated immunity",0.00544476855812695,2.60244633675455,0.00544476855812695,0.271737759533187,45,0.00544476855812695
"GO:0002712 regulation of B cell mediated immunity",0.00572901179184829,2.60359857111619,0.00572901179184829,0.281106308066855,33,0.00572901179184829
"GO:0045582 positive regulation of T cell differentiation",0.00576196716212577,2.57317976709229,0.00576196716212577,0.281106308066855,53,0.00576196716212577
"GO:0070664 negative regulation of leukocyte proliferation",0.00619211601784079,2.54588020513171,0.0061921160178408,0.298735197216275,54,0.00619211601784079
"GO:0006968 cellular defense response",0.00633121288299456,2.53700189688234,0.00633121288299456,0.302089300417169,57,0.00633121288299456
"GO:0032623 interleukin-2 production",0.00662282708815271,2.52713444821486,0.00662282708815271,0.312568643660425,46,0.00662282708815271
"GO:0046635 positive regulation of alpha-beta T cell activation",0.00673485346426468,2.5244310548542,0.00673485346426468,0.314437997224057,43,0.00673485346426468
"GO:0032655 regulation of interleukin-12 production",0.00722553947515322,2.500892951099,0.00722553947515322,0.333758429799099,42,0.00722553947515322
"GO:0032615 interleukin-12 production",0.00757997655659984,2.48135534482497,0.00757997655659985,0.346444823250069,43,0.00757997655659984
"GO:0050871 positive regulation of B cell activation",0.00788244101140453,2.45370462810554,0.00788244101140453,0.35557706851627,55,0.00788244101140453
"GO:0032663 regulation of interleukin-2 production",0.0079435687807642,2.4654423093011,0.00794356878076421,0.35557706851627,40,0.0079435687807642
"GO:0045088 regulation of innate immune response",0.00812969624461387,2.41271829559395,0.00812969624461387,0.360195317286872,217,0.00812969624461387
"GO:0046632 alpha-beta T cell differentiation",0.00829317894028871,2.42580194472845,0.00829317894028871,0.363727100593269,69,0.00829317894028871
"GO:0001773 myeloid dendritic cell activation",0.00906944159471644,2.47195678257381,0.00906944159471645,0.39353008098163,20,0.00906944159471644
"GO:0050854 regulation of antigen receptor-mediated signaling pathway",0.0091539701011388,2.43956990478636,0.0091539701011388,0.39353008098163,26,0.0091539701011388
"GO:0046633 alpha-beta T cell proliferation",0.00933181620594716,2.44893600782351,0.00933181620594718,0.397242607511987,22,0.00933181620594716
"GO:0045089 positive regulation of innate immune response",0.00943008296945378,2.36039462518427,0.00943008296945379,0.39752835197445,163,0.00943008296945378
"GO:0043370 regulation of CD4-positive, alpha-beta T cell differentiation",0.00992286358967196,2.40073163142887,0.00992286358967197,0.41052368784395,28,0.00992286358967196
"GO:0002889 regulation of immunoglobulin mediated immune response",0.0100501024250415,2.38642824192268,0.0100501024250415,0.41052368784395,32,0.0100501024250415
"GO:0001910 regulation of leukocyte mediated cytotoxicity",0.0101094691703792,2.38378191868831,0.0101094691703792,0.41052368784395,32,0.0101094691703791
"GO:0001906 cell killing",0.0101759266217937,2.34962816243337,0.0101759266217937,0.41052368784395,64,0.0101759266217937
"GO:0045058 T cell selection",0.0102110912683433,2.39801370105182,0.0102110912683433,0.41052368784395,25,0.0102110912683433
"GO:0001819 positive regulation of cytokine production",0.0107191055536803,2.30953515018688,0.0107191055536803,0.419461902517844,198,0.0107191055536803
"GO:0042533 tumor necrosis factor biosynthetic process",0.0107280853508542,2.44496261465148,0.0107280853508542,0.419461902517844,16,0.0107280853508542
"GO:0042534 regulation of tumor necrosis factor biosynthetic process",0.0107280853508542,2.44496261465148,0.0107280853508542,0.419461902517844,16,0.0107280853508542
"GO:0050900 leukocyte migration",0.0108198371906952,2.30387880018389,0.0108198371906952,0.419461902517844,251,0.0108198371906952
"GO:0009617 response to bacterium",0.0114093631881712,2.28221005533563,0.0114093631881712,0.438402256310083,312,0.0114093631881712
"GO:2000514 regulation of CD4-positive, alpha-beta T cell activation",0.0118627816087921,2.32275109868026,0.0118627816087921,0.450878628602014,30,0.0118627816087921
"GO:0002824 positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0119417416603481,2.29805541687301,0.0119417416603481,0.450878628602014,46,0.0119417416603481
"GO:0050869 negative regulation of B cell activation",0.0129088238534753,2.30417362477071,0.0129088238534753,0.483190630791292,26,0.0129088238534753
"GO:0019221 cytokine-mediated signaling pathway",0.013096537983833,2.22846358848349,0.013096537983833,0.483894410877658,329,0.013096537983833
"GO:0002821 positive regulation of adaptive immune response",0.0131505160026632,2.2566354977837,0.0131505160026632,0.483894410877658,49,0.0131505160026632
"GO:0001776 leukocyte homeostasis",0.0133249124061226,2.24785752109591,0.0133249124061226,0.483962264684274,55,0.0133249124061227
"GO:0030889 negative regulation of B cell proliferation",0.0133752813823383,2.38598263418009,0.0133752813823383,0.483962264684274,13,0.0133752813823383
"GO:0045061 thymic T cell selection",0.0144335376867609,2.28259247910785,0.014433537686761,0.515988042459625,18,0.0144335376867609
"GO:0031343 positive regulation of cell killing",0.0144980518609107,2.24355936734738,0.0144980518609107,0.515988042459625,28,0.0144980518609107
"GO:0046640 regulation of alpha-beta T cell proliferation",0.01466296975924,2.27131488084918,0.01466296975924,0.517614753614799,19,0.01466296975924
"GO:0045076 regulation of interleukin-2 biosynthetic process",0.0150615622435394,2.26159415748094,0.0150615622435395,0.525193700473443,19,0.0150615622435394
"GO:0045086 positive regulation of interleukin-2 biosynthetic process",0.0151195791246385,2.31507105401469,0.0151195791246385,0.525193700473443,13,0.0151195791246385
"GO:0002237 response to molecule of bacterial origin",0.0153869049280221,2.16801213520594,0.0153869049280221,0.527241997118967,209,0.0153869049280221
"GO:0046637 regulation of alpha-beta T cell differentiation",0.015421403416423,2.19797004925264,0.015421403416423,0.527241997118967,41,0.015421403416423
"GO:0042535 positive regulation of tumor necrosis factor biosynthetic process",0.0162297872279831,2.35378759557985,0.0162297872279831,0.550544813624241,10,0.0162297872279831
"GO:0002228 natural killer cell mediated immunity",0.0171856471112022,2.17067393762454,0.0171856471112022,0.578450230673178,28,0.0171856471112022
"GO:0042094 interleukin-2 biosynthetic process",0.0179922938743717,2.16844646610415,0.0179922938743718,0.600942615404017,22,0.0179922938743717
"GO:0002381 immunoglobulin production involved in immunoglobulin mediated immune response",0.0191882168003589,2.10577023864258,0.019188216800359,0.635994178222585,41,0.0191882168003589
"GO:0042267 natural killer cell mediated cytotoxicity",0.0195828502989499,2.11585444257,0.0195828502989499,0.644157090894247,27,0.0195828502989499
"GO:0002831 regulation of response to biotic stimulus",0.0203625470526978,2.06241915196461,0.0203625470526978,0.66476826543469,85,0.0203625470526978
"GO:0045577 regulation of B cell differentiation",0.0208270783825484,2.12287399816369,0.0208270783825484,0.6748595099778,18,0.0208270783825484
"GO:0002260 lymphocyte homeostasis",0.0214890331419896,2.05458076346078,0.0214890331419896,0.691150977055695,45,0.0214890331419896
"GO:0071219 cellular response to molecule of bacterial origin",0.0218287228559204,2.03145023502311,0.0218287228559204,0.696914078238284,97,0.0218287228559204
"GO:0002700 regulation of production of molecular mediator of immune response",0.0222506084628684,2.03073086231805,0.0222506084628685,0.702913776270391,63,0.0222506084628684
"GO:0002286 T cell activation involved in immune response",0.0223877763487713,2.03394676646968,0.0223877763487713,0.702913776270391,48,0.0223877763487713
"GO:0002920 regulation of humoral immune response",0.0225023065180987,2.05259424704151,0.0225023065180987,0.702913776270391,31,0.0225023065180987
"GO:0050868 negative regulation of T cell activation",0.0238658851820259,1.99808486500796,0.023865885182026,0.740183381859691,68,0.0238658851820259
"GO:0046641 positive regulation of alpha-beta T cell proliferation",0.0241115239061839,2.07531363690127,0.0241115239061839,0.742498133337946,14,0.0241115239061839
"GO:0032496 response to lipopolysaccharide",0.0248796387049426,1.96856632533511,0.0248796387049426,0.760756276456767,199,0.0248796387049426
"GO:0050830 defense response to Gram-positive bacterium",0.0252014642896779,1.9955284453021,0.0252014642896779,0.765208097522946,32,0.0252014642896779
"GO:0043383 negative T cell selection",0.0260306469285607,2.05697844918905,0.0260306469285607,0.783492591303349,12,0.0260306469285607
"GO:0071216 cellular response to biotic stimulus",0.0261645384014246,1.95221995948215,0.0261645384014246,0.783492591303349,106,0.0261645384014246
"GO:0045622 regulation of T-helper cell differentiation",0.0264665649833852,1.99193626033835,0.0264665649833852,0.787108391492182,22,0.0264665649833852
"GO:0002274 myeloid leukocyte activation",0.0271486918602322,1.93461192492942,0.0271486918602322,0.801902177259377,115,0.0271486918602322
"GO:0045066 regulatory T cell differentiation",0.0281111174956369,2.01714530790373,0.0281111174956369,0.820873901560364,12,0.0281111174956369
"GO:0071345 cellular response to cytokine stimulus",0.0281690951940337,1.91120688086203,0.0281690951940337,0.820873901560364,407,0.0281690951940337
"GO:0060333 interferon-gamma-mediated signaling pathway",0.028418719733729,1.9224213724974,0.028418719733729,0.822627207225676,72,0.028418719733729
"GO:0001912 positive regulation of leukocyte mediated cytotoxicity",0.0297744717407899,1.9301953095057,0.0297744717407899,0.838826611221726,25,0.0297744717407899
"GO:0071346 cellular response to interferon-gamma",0.0301092615507358,1.89264379669988,0.0301092615507359,0.838826611221726,89,0.0301092615507358
"GO:0002637 regulation of immunoglobulin production",0.0303332017446728,1.91463954513425,0.0303332017446728,0.838826611221726,33,0.0303332017446728
"GO:0050688 regulation of defense response to virus",0.0304174285512415,1.89123306824018,0.0304174285512415,0.838826611221726,66,0.0304174285512415
"GO:0050729 positive regulation of inflammatory response",0.0305068758528209,1.89131557167113,0.0305068758528209,0.838826611221726,68,0.0305068758528209
"GO:0048535 lymph node development",0.0306376090527555,2.06323546010268,0.0306376090527555,0.838826611221726,10,0.0306376090527555
"GO:0002714 positive regulation of B cell mediated immunity",0.0307271000979107,1.96491077607963,0.0307271000979108,0.838826611221726,13,0.0307271000979107
"GO:0002891 positive regulation of immunoglobulin mediated immune response",0.0307271000979107,1.96491077607963,0.0307271000979108,0.838826611221726,13,0.0307271000979107
"GO:0050798 activated T cell proliferation",0.0307661965792682,1.90687873898188,0.0307661965792682,0.838826611221726,30,0.0307661965792682
"GO:0043011 myeloid dendritic cell differentiation",0.0309102390132373,1.94858054608845,0.0309102390132373,0.838826611221726,15,0.0309102390132373
"GO:0043372 positive regulation of CD4-positive, alpha-beta T cell differentiation",0.0312725598235726,1.93061330821065,0.0312725598235726,0.843387917726413,17,0.0312725598235726
"GO:0071706 tumor necrosis factor superfamily cytokine production",0.0316554676888331,1.87188329186841,0.0316554676888331,0.844641792686578,71,0.0316554676888331
"GO:0050707 regulation of cytokine secretion",0.031708109674784,1.87034443592631,0.031708109674784,0.844641792686578,75,0.031708109674784
"GO:0032653 regulation of interleukin-10 production",0.0326073008916137,1.87944538835993,0.0326073008916137,0.855649886945976,30,0.0326073008916137
"GO:0002715 regulation of natural killer cell mediated immunity",0.0328833594691224,1.90134914771823,0.0328833594691224,0.855649886945976,18,0.0328833594691224
"GO:0042832 defense response to protozoan",0.0331048702960583,1.92697149643603,0.0331048702960583,0.855649886945976,13,0.0331048702960583
"GO:0002922 positive regulation of humoral immune response",0.0332881225184678,1.95403791370805,0.0332881225184677,0.855649886945976,10,0.0332881225184678
"GO:0002863 positive regulation of inflammatory response to antigenic stimulus",0.0332974461332535,1.95354622555114,0.0332974461332535,0.855649886945976,10,0.0332974461332535
"GO:0032729 positive regulation of interferon-gamma production",0.0333037381146637,1.86986503687567,0.0333037381146637,0.855649886945976,30,0.0333037381146637
"GO:0002287 alpha-beta T cell activation involved in immune response",0.0337270917776548,1.85849837410819,0.0337270917776548,0.856392002915656,35,0.0337270917776548
"GO:0002293 alpha-beta T cell differentiation involved in immune response",0.0337270917776548,1.85849837410819,0.0337270917776548,0.856392002915656,35,0.0337270917776548
"GO:0032695 negative regulation of interleukin-12 production",0.0341002373298155,1.92791620775343,0.0341002373298156,0.860832735384065,11,0.0341002373298155
"GO:0071222 cellular response to lipopolysaccharide",0.0343406886269969,1.83197788673817,0.0343406886269969,0.861891734210524,92,0.0343406886269969
"GO:0030890 positive regulation of B cell proliferation",0.0349664032307792,1.84261113586325,0.0349664032307792,0.872552430046225,35,0.0349664032307792
"GO:0034341 response to interferon-gamma",0.0351874718872044,1.81959178848123,0.0351874718872044,0.873051445338522,107,0.0351874718872044
"GO:0006909 phagocytosis",0.0363052222952679,1.80616814470671,0.036305222295268,0.895666336398031,95,0.0363052222952679
"GO:0050856 regulation of T cell receptor signaling pathway",0.0377302611448466,1.82770289159306,0.0377302611448466,0.908600786303459,20,0.0377302611448466
"GO:0042269 regulation of natural killer cell mediated cytotoxicity",0.0379870650050581,1.83396287867156,0.0379870650050581,0.908600786303459,17,0.0379870650050581
"GO:0051607 defense response to virus",0.0380274715441088,1.77938509292362,0.0380274715441089,0.908600786303459,183,0.0380274715441088
"GO:2000516 positive regulation of CD4-positive, alpha-beta T cell activation",0.038659851948318,1.81942678192285,0.0386598519483181,0.908600786303459,19,0.038659851948318
"GO:0002544 chronic inflammatory response",0.038922661970451,1.8251066616526,0.038922661970451,0.908600786303459,19,0.038922661970451
"GO:0032613 interleukin-10 production",0.039079790318444,1.79109673294082,0.039079790318444,0.908600786303459,32,0.039079790318444
"GO:0042088 T-helper 1 type immune response",0.0392085781664231,1.78813451035639,0.0392085781664231,0.908600786303459,34,0.0392085781664231
"GO:0002218 activation of innate immune response",0.0392962875992472,1.76585687010587,0.0392962875992473,0.908600786303459,137,0.0392962875992472
"GO:0019882 antigen processing and presentation",0.0394017492225491,1.76292600203053,0.0394017492225491,0.908600786303459,210,0.0394017492225491
"GO:0032640 tumor necrosis factor production",0.0394645968476944,1.77064614940488,0.0394645968476945,0.908600786303459,67,0.0394645968476944
"GO:0032680 regulation of tumor necrosis factor production",0.0394645968476944,1.77064614940488,0.0394645968476945,0.908600786303459,67,0.0394645968476944
"GO:0002455 humoral immune response mediated by circulating immunoglobulin",0.0395014636917749,1.7792517483557,0.039501463691775,0.908600786303459,43,0.0395014636917749
"GO:0002292 T cell differentiation involved in immune response",0.0397301347708388,1.77988338040579,0.0397301347708388,0.908600786303459,36,0.0397301347708388
"GO:0045060 negative thymic T cell selection",0.0397591315978022,1.85165351940381,0.0397591315978022,0.908600786303459,11,0.0397591315978021
"GO:0034097 response to cytokine stimulus",0.0402330409634445,1.74985918494233,0.0402330409634445,0.912033367674283,491,0.0402330409634445
"GO:0036336 dendritic cell migration",0.0403294349593418,1.80110625501012,0.0403294349593418,0.912033367674283,18,0.0403294349593418
"GO:0009615 response to virus",0.0408748171094021,1.74429179618089,0.0408748171094021,0.914460668726259,259,0.0408748171094021
"GO:0032103 positive regulation of response to external stimulus",0.0410082639207577,1.74511862578847,0.0410082639207577,0.914460668726259,149,0.0410082639207577
"GO:0045072 regulation of interferon-gamma biosynthetic process",0.0410685929068679,1.80983592824539,0.0410685929068679,0.914460668726259,16,0.0410685929068679
"GO:0050663 cytokine secretion",0.0412830834131369,1.74576545619168,0.0412830834131369,0.914546674386941,91,0.0412830834131369
"GO:0042095 interferon-gamma biosynthetic process",0.042966547316844,1.78109603369405,0.042966547316844,0.947008875379374,17,0.042966547316844
"GO:0001782 B cell homeostasis",0.0443246890895291,1.7566289911686,0.0443246890895291,0.955395151996233,20,0.0443246890895291
"GO:0044126 regulation of growth of symbiont in host",0.0461438747502911,1.7466317414011,0.0461438747502911,0.955395151996233,15,0.0461438747502911
"GO:0044130 negative regulation of growth of symbiont in host",0.0461438747502911,1.7466317414011,0.0461438747502911,0.955395151996233,15,0.0461438747502911
"GO:0044144 modulation of growth of symbiont involved in interaction with host",0.0461438747502911,1.7466317414011,0.0461438747502911,0.955395151996233,15,0.0461438747502911
"GO:0044146 negative regulation of growth of symbiont involved in interaction with host",0.0461438747502911,1.7466317414011,0.0461438747502911,0.955395151996233,15,0.0461438747502911
"GO:0002507 tolerance induction",0.0471718430533985,1.72893634758372,0.0471718430533986,0.955395151996233,16,0.0471718430533986
"GO:0070098 chemokine-mediated signaling pathway",0.0472227130111222,1.70247350819094,0.0472227130111222,0.955395151996233,28,0.0472227130111222
"GO:0032633 interleukin-4 production",0.0483160227786612,1.69268081595772,0.0483160227786613,0.955395151996233,27,0.0483160227786612
