"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0022904 respiratory electron transport chain",0.000336602501242603,-3.47843539052399,0.000336602501242603,0.0442887291028904,110,0.000336602501242603
"GO:0072594 establishment of protein localization to organelle",0.000367060114347391,-3.41724954211706,0.000367060114347392,0.0468757357793052,210,0.000367060114347391
"GO:0044711 single-organism biosynthetic process",0.000395989977319332,-3.36769001752006,0.000395989977319333,0.0491253851863012,462,0.000395989977319332
"GO:0005996 monosaccharide metabolic process",0.000411784897613189,-3.36905322243348,0.000411784897613189,0.0496658340399019,269,0.000411784897613189
"GO:0016051 carbohydrate biosynthetic process",0.000494456128252271,-3.33416087159938,0.00049445612825227,0.0580250948343609,164,0.000494456128252271
"GO:0044283 small molecule biosynthetic process",0.000546843208573206,-3.27677954391077,0.000546843208573205,0.061530020700987,450,0.000546843208573206
"GO:0009101 glycoprotein biosynthetic process",0.000552664856595693,-3.2808063819487,0.000552664856595691,0.061530020700987,317,0.000552664856595693
"GO:0007156 homophilic cell adhesion",0.000570722599360033,-3.29079806400692,0.000570722599360033,0.0619519381605316,136,0.000570722599360033
"GO:0034470 ncRNA processing",0.000651085902163523,-3.25566440614714,0.000651085902163522,0.0689515850535126,202,0.000651085902163523
"GO:0043687 post-translational protein modification",0.00070729173529929,-3.22101684273652,0.000707291735299291,0.0731204932064171,192,0.00070729173529929
"GO:0016052 carbohydrate catabolic process",0.000752264320961411,-3.22019653955168,0.00075226432096141,0.0748981827726956,136,0.000752264320961411
"GO:0070972 protein localization to endoplasmic reticulum",0.000758986651773055,-3.23396447021816,0.000758986651773055,0.0748981827726956,121,0.000758986651773055
"GO:0030198 extracellular matrix organization",0.000892752797843283,-3.14487981846933,0.000892752797843283,0.0861407255163452,207,0.000892752797843283
"GO:0006644 phospholipid metabolic process",0.000955369986245728,-3.11810174161704,0.000955369986245729,0.0884284272831382,336,0.000955369986245728
"GO:0060562 epithelial tube morphogenesis",0.000962194422012699,-3.11746761284118,0.000962194422012698,0.0884284272831382,285,0.000962194422012699
"GO:0002009 morphogenesis of an epithelium",0.000996238106654397,-3.10277341232473,0.000996238106654398,0.0884284272831382,377,0.000996238106654397
"GO:0042391 regulation of membrane potential",0.000997925595779311,-3.10725182370456,0.000997925595779312,0.0884284272831382,272,0.000997925595779311
"GO:0007411 axon guidance",0.00111140156719868,-3.07048920076003,0.00111140156719868,0.0950411588670169,355,0.00111140156719868
"GO:0043062 extracellular structure organization",0.00111632867393318,-3.0771512602479,0.00111632867393318,0.0950411588670169,208,0.00111632867393318
"GO:0044724 single-organism carbohydrate catabolic process",0.00120481232372481,-3.0776039739078,0.0012048123237248,0.0994870011122228,131,0.00120481232372481
"GO:0048729 tissue morphogenesis",0.00121437380445597,-3.04045728482836,0.00121437380445597,0.0994870011122228,479,0.00121437380445597
"GO:0070085 glycosylation",0.00124578537820314,-3.04360825960482,0.00124578537820314,0.100170372447371,258,0.00124578537820314
"GO:0006664 glycolipid metabolic process",0.001323312666351,-3.0590924462175,0.001323312666351,0.10243875485434,99,0.001323312666351
"GO:0001501 skeletal system development",0.00137222938411501,-3.00543205187965,0.00137222938411501,0.10243875485434,381,0.00137222938411501
"GO:0018279 protein N-linked glycosylation via asparagine",0.00137938340487839,-3.05551202517443,0.00137938340487839,0.10243875485434,92,0.00137938340487839
"GO:0042254 ribosome biogenesis",0.00139378625019686,-3.03345580584003,0.00139378625019686,0.10243875485434,149,0.00139378625019686
"GO:0006007 glucose catabolic process",0.00140258593931087,-3.0665362486863,0.00140258593931087,0.10243875485434,75,0.00140258593931087
"GO:0018196 peptidyl-asparagine modification",0.00141555165620921,-3.04654994018387,0.00141555165620921,0.10243875485434,93,0.00141555165620921
"GO:0044708 single-organism behavior",0.00145156620626329,-2.98916420629326,0.00145156620626329,0.103322958485168,338,0.00145156620626329
"GO:0006665 sphingolipid metabolic process",0.00154138545140501,-2.99733371752327,0.00154138545140501,0.104659761115689,120,0.00154138545140501
"GO:0006486 protein glycosylation",0.00154790013309807,-2.97632674973324,0.00154790013309807,0.104659761115689,255,0.00154790013309807
"GO:0043413 macromolecule glycosylation",0.00154790013309807,-2.97632674973324,0.00154790013309807,0.104659761115689,255,0.00154790013309807
"GO:0061061 muscle structure development",0.00156676289095343,-2.96297845507413,0.00156676289095343,0.104659761115689,461,0.00156676289095343
"GO:0006399 tRNA metabolic process",0.0017084177623015,-2.98095440464065,0.0017084177623015,0.11239318066535,123,0.0017084177623015
"GO:0035239 tube morphogenesis",0.00189447296200451,-2.90739710426653,0.00189447296200452,0.12138159150157,298,0.00189447296200451
"GO:0006590 thyroid hormone generation",0.00192883374662723,-3.12808153952865,0.00192883374662723,0.12138159150157,17,0.00192883374662723
"GO:0007605 sensory perception of sound",0.00192891059733034,-2.9210600663358,0.00192891059733034,0.12138159150157,127,0.00192891059733034
"GO:0034220 ion transmembrane transport",0.00203555052669033,-2.88518347940295,0.00203555052669033,0.126262291241278,294,0.00203555052669033
"GO:0006839 mitochondrial transport",0.00219538538772369,-2.89292321454293,0.00219538538772369,0.132500289413976,121,0.00219538538772369
"GO:0007178 transmembrane receptor protein serine/threonine kinase signaling pathway",0.00220500200764392,-2.86092772197152,0.00220500200764393,0.132500289413976,268,0.00220500200764392
"GO:0007626 locomotory behavior",0.00225292668935803,-2.86513462781416,0.00225292668935803,0.132500289413976,146,0.00225292668935803
"GO:0010498 proteasomal protein catabolic process",0.00225818088821608,-2.85926436679508,0.00225818088821608,0.132500289413976,234,0.00225818088821608
"GO:0043161 proteasomal ubiquitin-dependent protein catabolic process",0.00230972129684093,-2.85304992056037,0.00230972129684094,0.133717464945111,224,0.00230972129684093
"GO:0044706 multi-multicellular organism process",0.00235740219576886,-2.84268190268445,0.00235740219576886,0.134682109658268,192,0.00235740219576886
"GO:0030534 adult behavior",0.0024612810620075,-2.84304206331448,0.0024612810620075,0.138790680145929,108,0.0024612810620075
"GO:0006612 protein targeting to membrane",0.00251173228803234,-2.83602951718523,0.00251173228803234,0.13897356292211,154,0.00251173228803234
"GO:0045454 cell redox homeostasis",0.00252853787905267,-2.87670872899864,0.00252853787905268,0.13897356292211,57,0.00252853787905267
"GO:0050808 synapse organization",0.00269610661458533,-2.80563254556048,0.00269610661458533,0.14612234814868,140,0.00269610661458533
"GO:0019080 viral genome expression",0.00276214666573668,-2.81110343063767,0.00276214666573669,0.14612234814868,149,0.00276214666573668
"GO:0019083 viral transcription",0.00276214666573668,-2.81110343063767,0.00276214666573669,0.14612234814868,149,0.00276214666573668
"GO:0042384 cilium assembly",0.00279321853900055,-2.82832990521354,0.00279321853900055,0.14612234814868,79,0.00279321853900055
"GO:0050954 sensory perception of mechanical stimulus",0.00293170995115219,-2.78083835605834,0.00293170995115219,0.150614583215801,136,0.00293170995115219
"GO:0048705 skeletal system morphogenesis",0.00294846604637103,-2.77217299391455,0.00294846604637104,0.150614583215801,179,0.00294846604637103
"GO:0015672 monovalent inorganic cation transport",0.00301528808890989,-2.75682713276944,0.0030152880889099,0.152101308620897,286,0.00301528808890989
"GO:0030705 cytoskeleton-dependent intracellular transport",0.00305780240100187,-2.81085036373519,0.00305780240100188,0.152101308620897,72,0.00305780240100187
"GO:0009163 nucleoside biosynthetic process",0.00311769149407183,-2.7706558429585,0.00311769149407183,0.152101308620897,119,0.00311769149407183
"GO:1901659 glycosyl compound biosynthetic process",0.00311769149407183,-2.7706558429585,0.00311769149407183,0.152101308620897,119,0.00311769149407183
"GO:0006487 protein N-linked glycosylation",0.00319754716844325,-2.76928827054744,0.00319754716844325,0.154263886726451,98,0.00319754716844325
"GO:0045216 cell-cell junction organization",0.00335533198236839,-2.73099956999129,0.0033553319823684,0.155567274393604,167,0.00335533198236839
"GO:0035966 response to topologically incorrect protein",0.00340509466397195,-2.7356541706256,0.00340509466397196,0.155567274393604,140,0.00340509466397195
"GO:0044272 sulfur compound biosynthetic process",0.00342155285454982,-2.7332016675963,0.00342155285454982,0.155567274393604,115,0.00342155285454982
"GO:0072657 protein localization to membrane",0.00344086387356949,-2.74047375807189,0.00344086387356949,0.155567274393604,102,0.00344086387356949
"GO:0044262 cellular carbohydrate metabolic process",0.00348507356801486,-2.7159122688757,0.00348507356801486,0.155567274393604,210,0.00348507356801486
"GO:0051899 membrane depolarization",0.00350328002011392,-2.73767291961315,0.00350328002011392,0.155567274393604,81,0.00350328002011392
"GO:0030324 lung development",0.00352412494813175,-2.71484039920883,0.00352412494813175,0.155567274393604,151,0.00352412494813175
"GO:0042455 ribonucleoside biosynthetic process",0.00354360421878719,-2.72939035982971,0.00354360421878719,0.155567274393604,110,0.00354360421878719
"GO:0042692 muscle cell differentiation",0.00354701984453403,-2.70368537148184,0.00354701984453404,0.155567274393604,294,0.00354701984453403
"GO:0030323 respiratory tube development",0.00365556306537499,-2.70201683525867,0.003655563065375,0.157153767117344,154,0.00365556306537499
"GO:0042594 response to starvation",0.00365558048798981,-2.71487426252199,0.00365558048798982,0.157153767117344,110,0.00365558048798982
"GO:0001503 ossification",0.00374860419405846,-2.68385292774663,0.00374860419405846,0.159572935398057,280,0.00374860419405846
"GO:0006119 oxidative phosphorylation",0.00400577538179317,-2.70767225099603,0.00400577538179317,0.168864822405301,73,0.00400577538179317
"GO:0006029 proteoglycan metabolic process",0.00408802132077544,-2.67931149902005,0.00408802132077544,0.169572333664153,88,0.00408802132077544
"GO:0070848 response to growth factor stimulus",0.00410066675143621,-2.64981290571986,0.00410066675143621,0.169572333664153,442,0.00410066675143621
"GO:0022602 ovulation cycle process",0.00419130232521531,-2.66959043986964,0.00419130232521532,0.171282481783254,82,0.00419130232521531
"GO:0071363 cellular response to growth factor stimulus",0.00425949850004467,-2.63701713752089,0.00425949850004467,0.171282481783254,429,0.00425949850004467
"GO:0042698 ovulation cycle",0.00426036573758438,-2.66176853455316,0.00426036573758438,0.171282481783254,88,0.00426036573758438
"GO:0072599 establishment of protein localization to endoplasmic reticulum",0.00444240350962175,-2.65970934153217,0.00444240350962175,0.174431538847021,108,0.00444240350962176
"GO:0000956 nuclear-transcribed mRNA catabolic process",0.00448531802620805,-2.64074111594421,0.00448531802620806,0.174431538847021,169,0.00448531802620805
"GO:0016053 organic acid biosynthetic process",0.00449938561742661,-2.6217145719403,0.00449938561742662,0.174431538847021,292,0.00449938561742661
"GO:0046394 carboxylic acid biosynthetic process",0.00449938561742661,-2.6217145719403,0.00449938561742662,0.174431538847021,292,0.00449938561742661
"GO:0006613 cotranslational protein targeting to membrane",0.0045523197827458,-2.65134928665601,0.00455231978274581,0.174645519500879,107,0.0045523197827458
"GO:0007389 pattern specification process",0.00460897820291234,-2.61004697007767,0.00460897820291234,0.174645519500879,425,0.00460897820291234
"GO:0034976 response to endoplasmic reticulum stress",0.00462557225762346,-2.63518482440761,0.00462557225762346,0.174645519500879,115,0.00462557225762346
"GO:0016049 cell growth",0.00466594202963673,-2.60737533863352,0.00466594202963673,0.174651037005885,358,0.00466594202963673
"GO:0048813 dendrite morphogenesis",0.00476576077848833,-2.63592084087235,0.00476576077848833,0.176862677779456,68,0.00476576077848833
"GO:0007586 digestion",0.00482354985065517,-2.61161397177837,0.00482354985065517,0.177490283487667,116,0.00482354985065517
"GO:0046365 monosaccharide catabolic process",0.00501608740575898,-2.61145580654797,0.00501608740575899,0.181897226030661,94,0.00501608740575898
"GO:0016486 peptide hormone processing",0.00505344321694915,-2.6941205389327,0.00505344321694916,0.181897226030661,22,0.00505344321694915
"GO:0045047 protein targeting to ER",0.00506899225004836,-2.6127511119442,0.00506899225004837,0.181897226030661,107,0.00506899225004836
"GO:0006986 response to unfolded protein",0.00514714619410648,-2.59256761453636,0.00514714619410649,0.183187776842708,133,0.00514714619410648
"GO:0051186 cofactor metabolic process",0.00532372473201945,-2.56686207814442,0.00532372473201944,0.18602685622358,233,0.00532372473201945
"GO:0001568 blood vessel development",0.00538859476860936,-2.55483541704197,0.00538859476860936,0.18602685622358,491,0.00538859476860936
"GO:1901615 organic hydroxy compound metabolic process",0.0054087126148173,-2.55496715541879,0.0054087126148173,0.18602685622358,386,0.0054087126148173
"GO:0048489 synaptic vesicle transport",0.00541017529609366,-2.59904562615908,0.00541017529609366,0.18602685622358,67,0.00541017529609366
"GO:0003006 developmental process involved in reproduction",0.00552983577470603,-2.54675857665624,0.00552983577470603,0.18602685622358,410,0.00552983577470603
"GO:0003013 circulatory system process",0.00554724458933715,-2.54667836695503,0.00554724458933716,0.18602685622358,342,0.00554724458933715
"GO:0035264 multicellular organism growth",0.00555689552191822,-2.56229803306575,0.00555689552191822,0.18602685622358,113,0.00555689552191822
"GO:0006614 SRP-dependent cotranslational protein targeting to membrane",0.00558359120642902,-2.57830057421041,0.00558359120642902,0.18602685622358,105,0.00558359120642902
"GO:0022898 regulation of transmembrane transporter activity",0.00561721712389009,-2.56651625076064,0.00561721712389009,0.18602685622358,91,0.00561721712389009
"GO:0006354 DNA-dependent transcription, elongation",0.00565535352867633,-2.5695911292709,0.00565535352867633,0.18602685622358,109,0.00565535352867633
"GO:0010565 regulation of cellular ketone metabolic process",0.00593444809371564,-2.53204966225185,0.00593444809371565,0.187987206314679,167,0.00593444809371564
"GO:0001541 ovarian follicle development",0.00593694062692866,-2.56701090739441,0.00593694062692867,0.187987206314679,47,0.00593694062692866
"GO:0019320 hexose catabolic process",0.0059685294452005,-2.55003577078764,0.00596852944520052,0.187987206314679,89,0.00596852944520051
"GO:0006281 DNA repair",0.00602963743792932,-2.51890366250929,0.00602963743792933,0.187987206314679,393,0.00602963743792932
"GO:0008015 blood circulation",0.00604163948054159,-2.51646937411117,0.00604163948054159,0.187987206314679,341,0.00604163948054159
"GO:0048598 embryonic morphogenesis",0.00608647284478141,-2.51188767309154,0.00608647284478141,0.187987206314679,492,0.00608647284478141
"GO:0006518 peptide metabolic process",0.00611552861902421,-2.53607666184904,0.00611552861902422,0.187987206314679,90,0.00611552861902421
"GO:0010970 microtubule-based transport",0.0061781036306532,-2.55962863441457,0.0061781036306532,0.187987206314679,67,0.0061781036306532
"GO:0042451 purine nucleoside biosynthetic process",0.0061826945870242,-2.53512511742579,0.00618269458702421,0.187987206314679,95,0.0061826945870242
"GO:0046129 purine ribonucleoside biosynthetic process",0.0061826945870242,-2.53512511742579,0.00618269458702421,0.187987206314679,95,0.0061826945870242
"GO:0030111 regulation of Wnt receptor signaling pathway",0.0061911954175493,-2.5149629840644,0.00619119541754929,0.187987206314679,184,0.0061911954175493
"GO:0007179 transforming growth factor beta receptor signaling pathway",0.00632936212227868,-2.50872152645444,0.00632936212227869,0.190847849548153,170,0.00632936212227869
"GO:0016055 Wnt receptor signaling pathway",0.00638313087103866,-2.49832045587981,0.00638313087103867,0.191141753393448,304,0.00638313087103867
"GO:0016358 dendrite development",0.0065131773037216,-2.50356953154979,0.00651317730372161,0.191389955015383,119,0.00651317730372159
"GO:0044057 regulation of system process",0.00652819203748183,-2.48729510604481,0.00652819203748183,0.191389955015383,446,0.00652819203748183
"GO:0006402 mRNA catabolic process",0.00661629755835144,-2.49931998668823,0.00661629755835145,0.191389955015383,181,0.00661629755835144
"GO:0001655 urogenital system development",0.00662132016463591,-2.48618086624319,0.00662132016463591,0.191389955015383,280,0.00662132016463591
"GO:0007565 female pregnancy",0.00668280005636672,-2.48823137235116,0.00668280005636673,0.191389955015383,156,0.00668280005636672
"GO:0060541 respiratory system development",0.00669303418817693,-2.48735630903694,0.00669303418817692,0.191389955015383,172,0.00669303418817693
"GO:0006892 post-Golgi vesicle-mediated transport",0.00669997078819395,-2.52337792577927,0.00669997078819395,0.191389955015383,77,0.00669997078819395
"GO:0048732 gland development",0.00688185781209132,-2.47149469569207,0.00688185781209133,0.19412556741539,275,0.00688185781209133
"GO:0072001 renal system development",0.00688515370381622,-2.4735931496171,0.00688515370381621,0.19412556741539,241,0.00688515370381622
"GO:0032409 regulation of transporter activity",0.00698288959952918,-2.48249718811691,0.00698288959952918,0.194452762689065,102,0.00698288959952918
"GO:0001502 cartilage condensation",0.00698632680319994,-2.64304328870978,0.00698632680319994,0.194452762689065,18,0.00698632680319994
"GO:0000271 polysaccharide biosynthetic process",0.00707032647010429,-2.50890355444483,0.0070703264701043,0.195537309128617,62,0.00707032647010429
"GO:0048511 rhythmic process",0.00728213760211911,-2.45512564794408,0.00728213760211911,0.200120515622792,180,0.0072821376021191
"GO:0007276 gamete generation",0.00737185713042649,-2.44310347554798,0.00737185713042648,0.200514557458988,480,0.00737185713042649
"GO:0034330 cell junction organization",0.00740910260509959,-2.44932997677844,0.0074091026050996,0.200514557458988,196,0.00740910260509959
"GO:0010927 cellular component assembly involved in morphogenesis",0.00743501698546686,-2.45435905259934,0.00743501698546686,0.200514557458988,147,0.00743501698546686
"GO:0006352 DNA-dependent transcription, initiation",0.00754608243305423,-2.44251694565105,0.00754608243305424,0.202253641508157,222,0.00754608243305423
"GO:0030879 mammary gland development",0.00770318345045236,-2.44096343119661,0.00770318345045237,0.204190336124024,128,0.00770318345045236
"GO:0003007 heart morphogenesis",0.00771239408667435,-2.43455479351991,0.00771239408667434,0.204190336124024,177,0.00771239408667435
"GO:0006096 glycolysis",0.00785230241980439,-2.46796627512576,0.00785230241980441,0.206634527919944,61,0.00785230241980439
"GO:0005976 polysaccharide metabolic process",0.00793980024267651,-2.44394252841666,0.0079398002426765,0.207678389480129,94,0.0079398002426765
"GO:0006353 DNA-dependent transcription, termination",0.00799355956622893,-2.45443691852121,0.00799355956622894,0.207832548721953,82,0.00799355956622893
"GO:0006626 protein targeting to mitochondrion",0.00834265760205179,-2.46845158841831,0.00834265760205179,0.215278149346053,52,0.00834265760205179
"GO:0016197 endosomal transport",0.00837908964520567,-2.41261193520217,0.00837908964520567,0.215278149346053,141,0.00837908964520567
"GO:0007423 sensory organ development",0.00843120405426202,-2.39441039809922,0.00843120405426204,0.215342870609446,437,0.00843120405426202
"GO:0031644 regulation of neurological system process",0.00881262173813957,-2.38290243982184,0.00881262173813957,0.222474111215942,209,0.00881262173813956
"GO:0034637 cellular carbohydrate biosynthetic process",0.00886198138730756,-2.41656664491587,0.00886198138730756,0.222474111215942,66,0.00886198138730757
"GO:0033692 cellular polysaccharide biosynthetic process",0.00887721236961636,-2.4255956469757,0.00887721236961637,0.222474111215942,57,0.00887721236961636
"GO:0006631 fatty acid metabolic process",0.0089593139485394,-2.37459605969203,0.00895931394853942,0.222474111215942,301,0.00895931394853939
"GO:0007595 lactation",0.00896659821805386,-2.45088230515975,0.00896659821805386,0.222474111215942,35,0.00896659821805386
"GO:0048593 camera-type eye morphogenesis",0.0092960190317629,-2.37595812622418,0.00929601903176292,0.226975185074155,90,0.00929601903176291
"GO:0009141 nucleoside triphosphate metabolic process",0.00930893485809882,-2.35735741610461,0.00930893485809882,0.226975185074155,485,0.00930893485809882
"GO:0051188 cofactor biosynthetic process",0.00932062934673035,-2.37422614327988,0.00932062934673036,0.226975185074155,132,0.00932062934673036
"GO:0048545 response to steroid hormone stimulus",0.00939317071187518,-2.35755341028661,0.00939317071187521,0.226975185074155,252,0.00939317071187518
"GO:0016050 vesicle organization",0.00942974477108592,-2.37107283390536,0.00942974477108593,0.226975185074155,107,0.00942974477108592
"GO:0003018 vascular process in circulatory system",0.00946165557310506,-2.36231848512619,0.00946165557310504,0.226975185074155,127,0.00946165557310506
"GO:0043200 response to amino acid stimulus",0.00955911318739601,-2.3716871700041,0.00955911318739602,0.228053128899305,72,0.00955911318739601
"GO:0010817 regulation of hormone levels",0.00963280507438395,-2.34548437455478,0.00963280507438395,0.228555407830465,371,0.00963280507438395
"GO:0006984 ER-nucleus signaling pathway",0.00984611142821627,-2.36041335206367,0.0098461114282163,0.232346825115843,100,0.00984611142821627
"GO:0008033 tRNA processing",0.0100873180622049,-2.36976288310746,0.0100873180622049,0.236597362503949,75,0.0100873180622049
"GO:0034765 regulation of ion transmembrane transport",0.0101571646871151,-2.34010994887292,0.0101571646871151,0.236597362503949,112,0.0101571646871151
"GO:0032412 regulation of ion transmembrane transporter activity",0.0102043348211546,-2.34449570797503,0.0102043348211546,0.236597362503949,86,0.0102043348211546
"GO:0046364 monosaccharide biosynthetic process",0.010260376844494,-2.35261387939539,0.010260376844494,0.236597362503949,71,0.010260376844494
"GO:0001822 kidney development",0.0102986875894164,-2.32615188805853,0.0102986875894165,0.236597362503949,198,0.0102986875894164
"GO:0071559 response to transforming growth factor beta stimulus",0.0104388454214569,-2.32005879987944,0.0104388454214569,0.238555088526136,198,0.0104388454214569
"GO:0046467 membrane lipid biosynthetic process",0.0105783145139697,-2.32907795076358,0.0105783145139697,0.240476657694536,95,0.0105783145139697
"GO:0030166 proteoglycan biosynthetic process",0.0106426887169886,-2.35474059242867,0.0106426887169886,0.240679970881066,49,0.0106426887169886
"GO:0009308 amine metabolic process",0.0107723988073766,-2.3074318279941,0.0107723988073766,0.242351065397043,210,0.0107723988073766
"GO:0006987 activation of signaling protein activity involved in unfolded protein response",0.0111029685173767,-2.33046386805654,0.0111029685173768,0.247696109547574,64,0.0111029685173767
"GO:0032075 positive regulation of nuclease activity",0.0111240767760887,-2.32854003966381,0.0111240767760887,0.247696109547574,66,0.0111240767760887
"GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.0113877824933842,-2.30530302145349,0.0113877824933842,0.250608284651518,116,0.0113877824933842
"GO:0071560 cellular response to transforming growth factor beta stimulus",0.0115034979304486,-2.28281373385021,0.0115034979304486,0.250608284651518,197,0.0115034979304486
"GO:0006687 glycosphingolipid metabolic process",0.0115186803025289,-2.3098685427308,0.011518680302529,0.250608284651518,61,0.0115186803025289
"GO:0007224 smoothened signaling pathway",0.0115680681150416,-2.292121515844,0.0115680681150416,0.250608284651518,87,0.0115680681150416
"GO:0044264 cellular polysaccharide metabolic process",0.0116125831328479,-2.30045682935639,0.0116125831328479,0.250608284651518,84,0.0116125831328479
"GO:0034762 regulation of transmembrane transport",0.0117247339012384,-2.28277319403273,0.0117247339012384,0.250608284651518,120,0.0117247339012384
"GO:0060606 tube closure",0.0117524664408305,-2.29835439752744,0.0117524664408305,0.250608284651518,74,0.0117524664408305
"GO:0001843 neural tube closure",0.0118077359812222,-2.29683571151081,0.0118077359812222,0.250608284651518,73,0.0118077359812222
"GO:0033500 carbohydrate homeostasis",0.0119170415018936,-2.27448542546035,0.0119170415018936,0.250608284651518,128,0.0119170415018936
"GO:0042593 glucose homeostasis",0.0119170415018936,-2.27448542546035,0.0119170415018936,0.250608284651518,128,0.0119170415018936
"GO:0014020 primary neural tube formation",0.0119387733209735,-2.28987784428418,0.0119387733209735,0.250608284651518,78,0.0119387733209735
"GO:0001508 regulation of action potential",0.0119975031185518,-2.26935987546969,0.0119975031185518,0.250608284651518,150,0.0119975031185518
"GO:0071826 ribonucleoprotein complex subunit organization",0.0120051872886955,-2.28039437828935,0.0120051872886955,0.250608284651518,111,0.0120051872886955
"GO:0032870 cellular response to hormone stimulus",0.0122440072863529,-2.2540193554766,0.012244007286353,0.250661304212124,383,0.0122440072863529
"GO:0016331 morphogenesis of embryonic epithelium",0.0122796949385959,-2.26153059722421,0.0122796949385959,0.250661304212124,138,0.0122796949385959
"GO:0043624 cellular protein complex disassembly",0.0124153557166214,-2.26050461243814,0.0124153557166214,0.250661304212124,156,0.0124153557166214
