"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0018196 peptidyl-asparagine modification",0.000438418116605703,-3.40422275383257,0.000438418116605704,0.0679861236536417,93,0.000438418116605703
"GO:0070848 response to growth factor stimulus",0.000464203647108548,-3.32317839403815,0.000464203647108548,0.0695024908877695,442,0.000464203647108548
"GO:0034660 ncRNA metabolic process",0.0005366175569773,-3.297254307497,0.0005366175569773,0.0730760180684047,288,0.0005366175569773
"GO:0071363 cellular response to growth factor stimulus",0.000541770364072897,-3.27960757820578,0.000541770364072896,0.0730760180684047,429,0.000541770364072897
"GO:0042692 muscle cell differentiation",0.00055393049082385,-3.27952117122701,0.000553930490823849,0.0730760180684047,294,0.00055393049082385
"GO:0006397 mRNA processing",0.000555391201349,-3.27937598457217,0.000555391201348999,0.0730760180684047,393,0.000555391201349
"GO:0001503 ossification",0.000671726672290832,-3.22282278439765,0.000671726672290832,0.0839826578655806,280,0.000671726672290832
"GO:0008380 RNA splicing",0.000676967532311219,-3.22738630214745,0.000676967532311221,0.0839826578655806,319,0.000676967532311219
"GO:0042391 regulation of membrane potential",0.000731923393825976,-3.19892372373295,0.000731923393825975,0.0882780937775662,272,0.000731923393825976
"GO:0034976 response to endoplasmic reticulum stress",0.000820358082515949,-3.19766592553733,0.000820358082515947,0.0962701295752497,115,0.000820358082515949
"GO:0006487 protein N-linked glycosylation",0.000871766300607744,-3.18970804672125,0.000871766300607746,0.0996107704536535,98,0.000871766300607744
"GO:0000375 RNA splicing, via transesterification reactions",0.00100919741670943,-3.11858109794191,0.00100919741670944,0.109154778361615,212,0.00100919741670943
"GO:0051248 negative regulation of protein metabolic process",0.00103062437810354,-3.09090686752542,0.00103062437810354,0.109154778361615,475,0.00103062437810354
"GO:0006605 protein targeting",0.00103071071230452,-3.09151201454331,0.00103071071230452,0.109154778361615,480,0.00103071071230452
"GO:0035295 tube development",0.001109523487652,-3.06883724327248,0.001109523487652,0.1147035948425,430,0.001109523487652
"GO:0006984 ER-nucleus signaling pathway",0.00117766248986311,-3.09340175446335,0.00117766248986311,0.11891652397641,100,0.00117766248986311
"GO:0000377 RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",0.00134158292833057,-3.03120907772808,0.00134158292833057,0.129228893245638,207,0.00134158292833057
"GO:0000398 mRNA splicing, via spliceosome",0.00134158292833057,-3.03120907772808,0.00134158292833057,0.129228893245638,207,0.00134158292833057
"GO:0007179 transforming growth factor beta receptor signaling pathway",0.00136907625271749,-3.02217440920128,0.00136907625271749,0.129228893245638,170,0.00136907625271749
"GO:0032269 negative regulation of cellular protein metabolic process",0.00142665217832803,-2.99333356445751,0.00142665217832803,0.130476337041658,414,0.00142665217832803
"GO:0010565 regulation of cellular ketone metabolic process",0.00144239156563786,-3.00377402143655,0.00144239156563786,0.130476337041658,167,0.00144239156563786
"GO:0002009 morphogenesis of an epithelium",0.00154028328987115,-2.96951841775742,0.00154028328987116,0.136487960094297,377,0.00154028328987115
"GO:0007411 axon guidance",0.00163117352768224,-2.95267964587746,0.00163117352768224,0.140184698823165,355,0.00163117352768224
"GO:0022613 ribonucleoprotein complex biogenesis",0.00165988020446212,-2.96205163114739,0.00165988020446212,0.140184698823165,231,0.00165988020446212
"GO:0048738 cardiac muscle tissue development",0.0016788586685409,-2.9612096293234,0.0016788586685409,0.140184698823165,137,0.0016788586685409
"GO:0060562 epithelial tube morphogenesis",0.00171256398274408,-2.93996097221271,0.00171256398274408,0.14030099647311,285,0.00171256398274408
"GO:0003013 circulatory system process",0.00174618477027383,-2.93095036035977,0.00174618477027382,0.140406190232018,342,0.00174618477027383
"GO:0006987 activation of signaling protein activity involved in unfolded protein response",0.00191430252481989,-2.96466620274099,0.00191430252481989,0.148911014495606,64,0.00191430252481989
"GO:0005976 polysaccharide metabolic process",0.00195341793334247,-2.92866524706661,0.00195341793334247,0.148911014495606,94,0.00195341793334247
"GO:0008015 blood circulation",0.00195484288950934,-2.89528747306897,0.00195484288950934,0.148911014495606,341,0.00195484288950934
"GO:0001501 skeletal system development",0.00199778768394994,-2.88740110334447,0.00199778768394994,0.149558519374321,381,0.00199778768394994
"GO:0060537 muscle tissue development",0.0021219600981069,-2.87030641250848,0.0021219600981069,0.155522293162464,321,0.0021219600981069
"GO:0035239 tube morphogenesis",0.00214908742278854,-2.86703995390491,0.00214908742278854,0.155522293162464,298,0.00214908742278854
"GO:0010906 regulation of glucose metabolic process",0.00228402116814058,-2.87777406331819,0.00228402116814059,0.15772961093903,82,0.00228402116814058
"GO:0035264 multicellular organism growth",0.00231794328367589,-2.86148988262082,0.00231794328367589,0.15772961093903,113,0.00231794328367589
"GO:0007005 mitochondrion organization",0.0023194915834939,-2.84984474485051,0.0023194915834939,0.15772961093903,237,0.0023194915834939
"GO:0032075 positive regulation of nuclease activity",0.00232489523263425,-2.89657070161605,0.00232489523263426,0.15772961093903,66,0.00232489523263425
"GO:0035967 cellular response to topologically incorrect protein",0.00236347992762535,-2.870172614465,0.00236347992762535,0.157880459165374,93,0.00236347992762535
"GO:0043255 regulation of carbohydrate biosynthetic process",0.0024240353547766,-2.87161366475776,0.0024240353547766,0.159472144097576,60,0.0024240353547766
"GO:0034620 cellular response to unfolded protein",0.00251856324694533,-2.85082111366604,0.00251856324694533,0.162134479547859,88,0.00251856324694533
"GO:0010675 regulation of cellular carbohydrate metabolic process",0.00253918576905905,-2.83433057861052,0.00253918576905906,0.162134479547859,103,0.00253918576905905
"GO:0030968 endoplasmic reticulum unfolded protein response",0.00261430228581578,-2.83860071732659,0.00261430228581578,0.162229528027613,87,0.00261430228581578
"GO:0071559 response to transforming growth factor beta stimulus",0.00261540003729454,-2.80972517447953,0.00261540003729454,0.162229528027613,198,0.00261540003729454
"GO:0044264 cellular polysaccharide metabolic process",0.00266089354725052,-2.83030772957011,0.00266089354725052,0.162726757495236,84,0.00266089354725052
"GO:0044057 regulation of system process",0.00274523584093933,-2.78356529452451,0.00274523584093933,0.163001247486065,446,0.00274523584093933
"GO:0034637 cellular carbohydrate biosynthetic process",0.0027694838882476,-2.82687841578188,0.0027694838882476,0.163001247486065,66,0.0027694838882476
"GO:0000271 polysaccharide biosynthetic process",0.00277800375724753,-2.83003103685418,0.00277800375724753,0.163001247486065,62,0.00277800375724752
"GO:0005977 glycogen metabolic process",0.00290900034651623,-2.81053072276545,0.00290900034651624,0.164229276516086,66,0.00290900034651623
"GO:0014706 striated muscle tissue development",0.00291288326360395,-2.76773837742388,0.00291288326360396,0.164229276516086,309,0.00291288326360395
"GO:0035051 cardiocyte differentiation",0.00296048948873286,-2.7867819699135,0.00296048948873286,0.164229276516086,93,0.00296048948873285
"GO:0071560 cellular response to transforming growth factor beta stimulus",0.00298143635171904,-2.76643183897913,0.00298143635171904,0.164229276516086,197,0.00298143635171904
"GO:0044706 multi-multicellular organism process",0.00299389450485042,-2.76391676853541,0.00299389450485042,0.164229276516086,192,0.00299389450485042
"GO:1901292 nucleoside phosphate catabolic process",0.00303023563886124,-2.75144722296227,0.00303023563886124,0.164229276516086,487,0.00303023563886124
"GO:0001508 regulation of action potential",0.00306369677517342,-2.76148190164575,0.00306369677517342,0.164229276516086,150,0.00306369677517342
"GO:0016050 vesicle organization",0.0034351051066101,-2.73712576567234,0.0034351051066101,0.181893004547574,107,0.0034351051066101
"GO:0031644 regulation of neurological system process",0.00366294802075972,-2.69498697992325,0.00366294802075973,0.18660430076571,209,0.00366294802075973
"GO:0006399 tRNA metabolic process",0.00366396568831269,-2.71884205152309,0.00366396568831269,0.18660430076571,123,0.00366396568831269
"GO:0050808 synapse organization",0.00367831755818116,-2.70129285806853,0.00367831755818117,0.18660430076571,140,0.00367831755818116
"GO:0045454 cell redox homeostasis",0.00376969041871228,-2.72965293486791,0.00376969041871228,0.18660430076571,57,0.00376969041871229
"GO:0051146 striated muscle cell differentiation",0.00386812770714658,-2.67668521819384,0.00386812770714658,0.18660430076571,218,0.00386812770714658
"GO:0043434 response to peptide hormone stimulus",0.00389630744910852,-2.66871975575125,0.00389630744910852,0.18660430076571,350,0.00389630744910852
"GO:0072657 protein localization to membrane",0.0039673942180747,-2.68423831710887,0.0039673942180747,0.18660430076571,102,0.0039673942180747
"GO:0048199 vesicle targeting, to, from or within Golgi",0.003977052723198,-2.83848757593028,0.00397705272319801,0.18660430076571,27,0.003977052723198
"GO:0030029 actin filament-based process",0.00399199562019576,-2.65916794853254,0.00399199562019576,0.18660430076571,466,0.00399199562019576
"GO:0009141 nucleoside triphosphate metabolic process",0.00404545055510743,-2.65453910090516,0.00404545055510743,0.18660430076571,485,0.00404545055510743
"GO:0031589 cell-substrate adhesion",0.00405966427770147,-2.65992270525953,0.00405966427770147,0.18660430076571,220,0.00405966427770147
"GO:0006073 cellular glucan metabolic process",0.00408277489008347,-2.69086511431578,0.00408277489008348,0.18660430076571,67,0.00408277489008347
"GO:0044042 glucan metabolic process",0.00408277489008347,-2.69086511431578,0.00408277489008348,0.18660430076571,67,0.00408277489008347
"GO:0033692 cellular polysaccharide biosynthetic process",0.00415720512595103,-2.69265750790577,0.00415720512595103,0.186776204168917,57,0.00415720512595103
"GO:0009100 glycoprotein metabolic process",0.00417256835660638,-2.64550663910976,0.00417256835660639,0.186776204168917,364,0.00417256835660638
"GO:0034470 ncRNA processing",0.00425791094968558,-2.6528207919466,0.00425791094968558,0.18865152391362,202,0.00425791094968558
"GO:0001568 blood vessel development",0.00431577220002853,-2.63166215617508,0.00431577220002854,0.18928366558105,491,0.00431577220002853
"GO:0010498 proteasomal protein catabolic process",0.00445253564191495,-2.63064929222537,0.00445253564191496,0.191658522074968,234,0.00445253564191495
"GO:0009166 nucleotide catabolic process",0.00446972401712121,-2.62054335497244,0.00446972401712121,0.191658522074968,478,0.00446972401712121
"GO:0045216 cell-cell junction organization",0.00455974433059319,-2.62477817016212,0.00455974433059319,0.191658522074968,167,0.00455974433059319
"GO:0006195 purine nucleotide catabolic process",0.00457023412007076,-2.61307458767769,0.00457023412007076,0.191658522074968,461,0.00457023412007076
"GO:0009199 ribonucleoside triphosphate metabolic process",0.00462644367447134,-2.60872332691059,0.00462644367447134,0.191658522074968,469,0.00462644367447134
"GO:0006112 energy reserve metabolic process",0.00463476389172538,-2.61818587048787,0.00463476389172539,0.191658522074968,165,0.00463476389172538
"GO:0003206 cardiac chamber morphogenesis",0.00479166790480813,-2.61769071727063,0.00479166790480814,0.196277566440349,99,0.00479166790480813
"GO:0009205 purine ribonucleoside triphosphate metabolic process",0.00498456546017809,-2.5829471998164,0.0049845654601781,0.200316484391222,463,0.00498456546017809
"GO:0003018 vascular process in circulatory system",0.00502480482598047,-2.59374571025001,0.00502480482598047,0.200316484391222,127,0.00502480482598047
"GO:0009144 purine nucleoside triphosphate metabolic process",0.00502867268508596,-2.57983142004906,0.00502867268508596,0.200316484391222,468,0.00502867268508596
"GO:0006119 oxidative phosphorylation",0.00515514295659363,-2.61822262731074,0.00515514295659363,0.203487551977541,73,0.00515514295659363
"GO:0006109 regulation of carbohydrate metabolic process",0.00526202744634989,-2.58143252277074,0.00526202744634989,0.204486899049475,108,0.00526202744634988
"GO:0072523 purine-containing compound catabolic process",0.00527465055125315,-2.5632287703816,0.00527465055125315,0.204486899049475,465,0.00527465055125315
"GO:0016337 cell-cell adhesion",0.00551512940448375,-2.54772291198826,0.00551512940448376,0.211532393639573,398,0.00551512940448375
"GO:0006839 mitochondrial transport",0.00555382148201551,-2.56902944220032,0.00555382148201551,0.211532393639573,121,0.00555382148201551
"GO:0051969 regulation of transmission of nerve impulse",0.00569089177082433,-2.54282269216887,0.00569089177082432,0.213496363477096,196,0.00569089177082433
"GO:0043161 proteasomal ubiquitin-dependent protein catabolic process",0.00570372597036923,-2.54431046592394,0.00570372597036923,0.213496363477096,224,0.00570372597036923
"GO:0016049 cell growth",0.00576974424940977,-2.53285385987554,0.00576974424940977,0.21412161992254,358,0.00576974424940977
"GO:0048705 skeletal system morphogenesis",0.00590618087181941,-2.5317919638143,0.00590618087181941,0.217327435130847,179,0.00590618087181941
"GO:1901215 negative regulation of neuron death",0.00603292228342868,-2.5350880617046,0.00603292228342868,0.218763871912666,103,0.00603292228342868
"GO:0030198 extracellular matrix organization",0.0060740579137351,-2.51930027341062,0.0060740579137351,0.218763871912666,207,0.0060740579137351
"GO:0072659 protein localization to plasma membrane",0.00612141824875451,-2.54014121877054,0.00612141824875451,0.218763871912666,73,0.00612141824875451
"GO:0030036 actin cytoskeleton organization",0.0062691369847037,-2.50266503763687,0.00626913698470369,0.218763871912666,419,0.0062691369847037
"GO:0090287 regulation of cellular response to growth factor stimulus",0.00629518689429817,-2.51092873188762,0.00629518689429817,0.218763871912666,146,0.00629518689429817
"GO:0007416 synapse assembly",0.00637417209750926,-2.52402437040472,0.00637417209750927,0.218763871912666,72,0.00637417209750926
"GO:0043524 negative regulation of neuron apoptotic process",0.00644669651680615,-2.51441935168411,0.00644669651680615,0.218763871912666,97,0.00644669651680615
"GO:0032870 cellular response to hormone stimulus",0.00646145966028914,-2.49179091772201,0.00646145966028914,0.218763871912666,383,0.00646145966028914
"GO:0032868 response to insulin stimulus",0.00648457945829218,-2.49410832547858,0.00648457945829218,0.218763871912666,242,0.00648457945829218
"GO:0043467 regulation of generation of precursor metabolites and energy",0.00648942818661038,-2.53004957170326,0.00648942818661039,0.218763871912666,56,0.00648942818661038
"GO:0010608 posttranscriptional regulation of gene expression",0.00649943332029798,-2.49135014126906,0.006499433320298,0.218763871912666,356,0.00649943332029798
"GO:0045444 fat cell differentiation",0.00664969006014675,-2.49397897919437,0.00664969006014674,0.221980804975119,133,0.00664969006014675
"GO:0061448 connective tissue development",0.00696560123648173,-2.47037140622325,0.00696560123648175,0.221980804975119,199,0.00696560123648173
"GO:0003001 generation of a signal involved in cell-cell signaling",0.00699588085931918,-2.46390758688662,0.00699588085931917,0.221980804975119,338,0.00699588085931918
"GO:0023061 signal release",0.00699588085931918,-2.46390758688662,0.00699588085931917,0.221980804975119,338,0.00699588085931918
"GO:0031400 negative regulation of protein modification process",0.00709353994508798,-2.46021450098409,0.00709353994508798,0.221980804975119,316,0.00709353994508798
"GO:0042254 ribosome biogenesis",0.00721568188625291,-2.4707731303089,0.00721568188625293,0.221980804975119,149,0.00721568188625291
"GO:0046364 monosaccharide biosynthetic process",0.00723906372965973,-2.47792413365868,0.00723906372965973,0.221980804975119,71,0.00723906372965973
"GO:0007178 transmembrane receptor protein serine/threonine kinase signaling pathway",0.00725887825749316,-2.45289410836939,0.00725887825749316,0.221980804975119,268,0.00725887825749315
"GO:0006903 vesicle targeting",0.00732974748895642,-2.52075356629696,0.00732974748895643,0.221980804975119,38,0.00732974748895642
"GO:0019432 triglyceride biosynthetic process",0.00734473336690045,-2.48380215633466,0.00734473336690044,0.221980804975119,55,0.00734473336690045
"GO:0006590 thyroid hormone generation",0.00741209718363002,-2.60115437011754,0.00741209718363002,0.221980804975119,17,0.00741209718363003
"GO:0051899 membrane depolarization",0.00741807409264527,-2.46509661278395,0.00741807409264528,0.221980804975119,81,0.00741807409264527
"GO:0034599 cellular response to oxidative stress",0.00743195769512624,-2.45786746581869,0.00743195769512625,0.221980804975119,109,0.00743195769512624
"GO:0005978 glycogen biosynthetic process",0.00743783000085274,-2.49118936792479,0.00743783000085275,0.221980804975119,42,0.00743783000085274
"GO:0009250 glucan biosynthetic process",0.00743783000085274,-2.49118936792479,0.00743783000085275,0.221980804975119,42,0.00743783000085274
"GO:0016052 carbohydrate catabolic process",0.00744206070910948,-2.45401757926387,0.00744206070910949,0.221980804975119,136,0.00744206070910948
"GO:0001837 epithelial to mesenchymal transition",0.00746411734831124,-2.46225481211791,0.00746411734831125,0.221980804975119,78,0.00746411734831124
"GO:0043062 extracellular structure organization",0.00772442701593645,-2.43205368554177,0.00772442701593645,0.228159606144191,208,0.00772442701593645
"GO:0051648 vesicle localization",0.00788457073656478,-2.45073956540708,0.00788457073656479,0.229580430628082,79,0.00788457073656478
"GO:0046460 neutral lipid biosynthetic process",0.00795033557098959,-2.45226792396442,0.0079503355709896,0.229580430628082,57,0.00795033557098959
"GO:0046463 acylglycerol biosynthetic process",0.00795033557098959,-2.45226792396442,0.0079503355709896,0.229580430628082,57,0.00795033557098959
"GO:0051650 establishment of vesicle localization",0.00798402695182875,-2.4626665626512,0.00798402695182875,0.229580430628082,57,0.00798402695182875
"GO:1901652 response to peptide",0.0081409704909091,-2.40827391836398,0.00814097049090911,0.232553249154785,359,0.0081409704909091
"GO:0030705 cytoskeleton-dependent intracellular transport",0.0081975529010158,-2.4429155404045,0.00819755290101581,0.23263905030203,72,0.0081975529010158
"GO:0007517 muscle organ development",0.00830803924581663,-2.40143229777708,0.00830803924581664,0.233760107912811,341,0.00830803924581663
"GO:0034330 cell junction organization",0.00834472978500363,-2.40509719250279,0.00834472978500362,0.233760107912811,196,0.00834472978500364
"GO:0051270 regulation of cellular component movement",0.0084040459832838,-2.3953385145517,0.0084040459832838,0.233912613201399,460,0.00840404598328379
"GO:0032069 regulation of nuclease activity",0.00849646929428773,-2.42228448979925,0.00849646929428773,0.23445253771149,72,0.00849646929428773
"GO:0086036 regulation of cardiac muscle cell membrane potential",0.00864867100170281,-2.46715695054315,0.00864867100170281,0.23445253771149,30,0.00864867100170281
"GO:0006979 response to oxidative stress",0.00869454309665886,-2.38650778090008,0.00869454309665885,0.23445253771149,252,0.00869454309665886
"GO:0007156 homophilic cell adhesion",0.00870836960313529,-2.39312371635819,0.00870836960313531,0.23445253771149,136,0.00870836960313529
"GO:0014812 muscle cell migration",0.00870910980271474,-2.44053022078599,0.00870910980271475,0.23445253771149,34,0.00870910980271473
"GO:0045913 positive regulation of carbohydrate metabolic process",0.00875811434756719,-2.4221221751234,0.00875811434756719,0.23445253771149,46,0.00875811434756719
"GO:0006418 tRNA aminoacylation for protein translation",0.00886169336556126,-2.44206079438329,0.00886169336556127,0.23445253771149,48,0.00886169336556126
"GO:0006644 phospholipid metabolic process",0.00901898084727038,-2.3714081263064,0.00901898084727039,0.23445253771149,336,0.00901898084727039
"GO:0003205 cardiac chamber development",0.00918403782625867,-2.37630145103956,0.00918403782625866,0.23445253771149,113,0.00918403782625867
"GO:0006892 post-Golgi vesicle-mediated transport",0.00926933524743798,-2.39407312509413,0.00926933524743799,0.23445253771149,77,0.00926933524743798
"GO:0006120 mitochondrial electron transport, NADH to ubiquinone",0.00930149620563308,-2.42183257508708,0.00930149620563308,0.23445253771149,44,0.00930149620563308
"GO:0010676 positive regulation of cellular carbohydrate metabolic process",0.00933908544303539,-2.40512531248807,0.0093390854430354,0.23445253771149,39,0.00933908544303539
"GO:0033500 carbohydrate homeostasis",0.00936161957578823,-2.36630984733413,0.00936161957578824,0.23445253771149,128,0.00936161957578823
"GO:0042593 glucose homeostasis",0.00936161957578823,-2.36630984733413,0.00936161957578824,0.23445253771149,128,0.00936161957578823
"GO:0006520 cellular amino acid metabolic process",0.00960102876763471,-2.34586812056261,0.00960102876763472,0.23445253771149,457,0.00960102876763471
"GO:0016358 dendrite development",0.00963695819769171,-2.35744973745993,0.00963695819769172,0.23445253771149,119,0.00963695819769171
"GO:0042180 cellular ketone metabolic process",0.00966309186093396,-2.34800887142941,0.00966309186093396,0.23445253771149,219,0.00966309186093395
"GO:0042773 ATP synthesis coupled electron transport",0.00966511330823378,-2.38794115297674,0.00966511330823379,0.23445253771149,60,0.00966511330823378
"GO:0042775 mitochondrial ATP synthesis coupled electron transport",0.00966511330823378,-2.38794115297674,0.00966511330823379,0.23445253771149,60,0.00966511330823378
"GO:0043038 amino acid activation",0.00967679807661345,-2.40251043829722,0.00967679807661344,0.23445253771149,51,0.00967679807661345
"GO:0043039 tRNA aminoacylation",0.00967679807661345,-2.40251043829722,0.00967679807661344,0.23445253771149,51,0.00967679807661345
"GO:0032881 regulation of polysaccharide metabolic process",0.00969541892260015,-2.3966533944754,0.00969541892260016,0.23445253771149,35,0.00969541892260016
"GO:0051186 cofactor metabolic process",0.00970383116661283,-2.34675556363239,0.00970383116661283,0.23445253771149,233,0.00970383116661283
"GO:0044724 single-organism carbohydrate catabolic process",0.00971935900231879,-2.35451911590228,0.00971935900231881,0.23445253771149,131,0.00971935900231879
"GO:0006888 ER to Golgi vesicle-mediated transport",0.00995640090277127,-2.37737876875646,0.00995640090277125,0.236965433475276,55,0.00995640090277127
"GO:0001655 urogenital system development",0.0100282434207825,-2.33216347726204,0.0100282434207825,0.236965433475276,280,0.0100282434207825
"GO:0009101 glycoprotein biosynthetic process",0.010061483522589,-2.330556830418,0.010061483522589,0.236965433475276,317,0.010061483522589
"GO:0008217 regulation of blood pressure",0.0100810494861051,-2.33802831899796,0.0100810494861051,0.236965433475276,137,0.0100810494861051
"GO:0002027 regulation of heart rate",0.0100964083816043,-2.3585748298352,0.0100964083816043,0.236965433475276,56,0.0100964083816043
"GO:0007565 female pregnancy",0.0103007519869497,-2.32714624292154,0.0103007519869497,0.239226581285202,156,0.0103007519869497
"GO:0055007 cardiac muscle cell differentiation",0.0103029412022876,-2.34377839837661,0.0103029412022876,0.239226581285202,68,0.0103029412022876
"GO:0006007 glucose catabolic process",0.0103977361303388,-2.34113019740096,0.0103977361303388,0.240016636794459,75,0.0103977361303388
"GO:0072001 renal system development",0.0104475228821171,-2.31776434520755,0.0104475228821171,0.240016636794459,241,0.0104475228821171
"GO:0046034 ATP metabolic process",0.0112936758079602,-2.29803705757319,0.0112936758079603,0.258090212411386,122,0.0112936758079602
"GO:0009154 purine ribonucleotide catabolic process",0.0115167932086374,-2.2776284818204,0.0115167932086375,0.260391434220068,425,0.0115167932086374
"GO:0006029 proteoglycan metabolic process",0.0116935961038192,-2.28768566685863,0.0116935961038192,0.260391434220068,88,0.0116935961038192
"GO:0042403 thyroid hormone metabolic process",0.0117220093315848,-2.3770139108724,0.0117220093315848,0.260391434220068,20,0.0117220093315848
"GO:0051169 nuclear transport",0.011730471674716,-2.27177034093382,0.011730471674716,0.260391434220068,343,0.011730471674716
"GO:0009143 nucleoside triphosphate catabolic process",0.0117529153976368,-2.26998050282006,0.0117529153976368,0.260391434220068,411,0.0117529153976368
"GO:0007595 lactation",0.0117541964779211,-2.32182266273881,0.0117541964779211,0.260391434220068,35,0.0117541964779211
"GO:0086001 regulation of cardiac muscle cell action potential",0.0123314770676539,-2.3280819180189,0.0123314770676539,0.271793266130727,27,0.0123314770676539
"GO:0009261 ribonucleotide catabolic process",0.0125222736113045,-2.24527582051713,0.0125222736113045,0.274604606163052,426,0.0125222736113045
"GO:0001541 ovarian follicle development",0.0129478445133472,-2.26475070679065,0.0129478445133472,0.282510255663083,47,0.0129478445133472
"GO:0048009 insulin-like growth factor receptor signaling pathway",0.0130552216061617,-2.28069393107688,0.0130552216061617,0.283353480560199,34,0.0130552216061617
"GO:0070873 regulation of glycogen metabolic process",0.0131434925085765,-2.27942438372514,0.0131434925085764,0.283353480560199,31,0.0131434925085765
"GO:0048194 Golgi vesicle budding",0.0133063996376152,-2.47041338531151,0.0133063996376152,0.283353480560199,14,0.0133063996376152
"GO:0006913 nucleocytoplasmic transport",0.0133322125818701,-2.22203964736615,0.0133322125818701,0.283353480560199,339,0.0133322125818701
"GO:0032885 regulation of polysaccharide biosynthetic process",0.0134223361456637,-2.26926209728315,0.0134223361456637,0.283353480560199,32,0.0134223361456637
"GO:0042455 ribonucleoside biosynthetic process",0.0134251212052488,-2.23200164783902,0.0134251212052488,0.283353480560199,110,0.0134251212052488
"GO:0009165 nucleotide biosynthetic process",0.0134433019335332,-2.21912415823265,0.0134433019335332,0.283353480560199,276,0.0134433019335332
"GO:0030111 regulation of Wnt receptor signaling pathway",0.0135302557162155,-2.22041420948046,0.0135302557162155,0.283808552269603,184,0.0135302557162155
"GO:0090288 negative regulation of cellular response to growth factor stimulus",0.0137446840344289,-2.22466362649076,0.0137446840344289,0.285852436442881,86,0.0137446840344289
"GO:0007009 plasma membrane organization",0.0137884703056747,-2.22030102738578,0.0137884703056747,0.285852436442881,103,0.0137884703056747
