"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0031295 T cell costimulation",4.40424616788004e-05,4.05353181530436,4.40424616788005e-05,0.00436703049242363,64,4.40424616788004e-05
"GO:0002263 cell activation involved in immune response",4.52594132102863e-05,3.97658714360975,4.52594132102864e-05,0.00436703049242363,132,4.52594132102863e-05
"GO:0002366 leukocyte activation involved in immune response",4.52594132102863e-05,3.97658714360975,4.52594132102864e-05,0.00436703049242363,132,4.52594132102863e-05
"GO:0002521 leukocyte differentiation",5.70630508162008e-05,3.88248292699629,5.70630508162007e-05,0.00538625579660747,331,5.70630508162008e-05
"GO:0032649 regulation of interferon-gamma production",7.37712068669086e-05,3.91062314552537,7.37712068669089e-05,0.0068152038343855,66,7.37712068669086e-05
"GO:0002699 positive regulation of immune effector process",9.69063753393849e-05,3.80036021947428,9.6906375339385e-05,0.0087659892025752,98,9.69063753393849e-05
"GO:0030888 regulation of B cell proliferation",0.000113770846544694,3.82525078719322,0.000113770846544694,0.0100814901162666,51,0.000113770846544694
"GO:0042098 T cell proliferation",0.000151964700548436,3.66268753900881,0.000151964700548437,0.0131966145956262,128,0.000151964700548436
"GO:0050853 B cell receptor signaling pathway",0.000166638938674725,3.81719677776197,0.000166638938674725,0.0141871817985423,30,0.000166638938674725
"GO:0002683 negative regulation of immune system process",0.000171285995388914,3.61646260518267,0.000171285995388915,0.0143023806149744,176,0.000171285995388915
"GO:0006954 inflammatory response",0.000207645745176274,3.54276167080077,0.000207645745176274,0.0168500992514348,477,0.000207645745176274
"GO:0002285 lymphocyte activation involved in immune response",0.000209559041818857,3.59630620126778,0.000209559041818858,0.0168500992514348,89,0.000209559041818858
"GO:0006959 humoral immune response",0.000216697327094585,3.57986847117727,0.000216697327094585,0.0171072689862671,101,0.000216697327094585
"GO:0002695 negative regulation of leukocyte activation",0.000226713299891054,3.56224737286511,0.000226713299891053,0.0172506526729336,108,0.000226713299891054
"GO:0032653 regulation of interleukin-10 production",0.000228544401315694,3.72053450260983,0.000228544401315694,0.0172506526729336,30,0.000228544401315694
"GO:0070663 regulation of leukocyte proliferation",0.000235006395614684,3.53749055533127,0.000235006395614684,0.0172506526729336,149,0.000235006395614684
"GO:0019724 B cell mediated immunity",0.000236329831330248,3.55776082278355,0.000236329831330248,0.0172506526729336,96,0.000236329831330248
"GO:0046633 alpha-beta T cell proliferation",0.000238378433988027,3.80412988388996,0.000238378433988028,0.0172506526729336,22,0.000238378433988027
"GO:0001816 cytokine production",0.00025313360843364,3.49108467417828,0.00025313360843364,0.0180181332429322,419,0.00025313360843364
"GO:0046632 alpha-beta T cell differentiation",0.000272126356969078,3.54464257886539,0.000272126356969078,0.0190576232574151,69,0.000272126356969077
"GO:0051250 negative regulation of lymphocyte activation",0.000296689913181369,3.49496657445664,0.00029668991318137,0.0201722780093749,94,0.000296689913181369
"GO:0002705 positive regulation of leukocyte mediated immunity",0.000301980209721182,3.56006235173325,0.000301980209721182,0.0201722780093749,45,0.000301980209721182
"GO:0002708 positive regulation of lymphocyte mediated immunity",0.000301980209721182,3.56006235173325,0.000301980209721182,0.0201722780093749,45,0.000301980209721182
"GO:0032944 regulation of mononuclear cell proliferation",0.000333740565526229,3.4410666312206,0.000333740565526229,0.0219560838714377,144,0.000333740565526229
"GO:0050670 regulation of lymphocyte proliferation",0.000343056074903878,3.43360043215859,0.000343056074903877,0.0222320817497408,143,0.000343056074903878
"GO:0032729 positive regulation of interferon-gamma production",0.000362687553154674,3.56998340506474,0.000362687553154674,0.0231586669970234,30,0.000362687553154674
"GO:0042102 positive regulation of T cell proliferation",0.000376706850431986,3.45204793639423,0.000376706850431986,0.0236388107499689,66,0.000376706850431986
"GO:0046634 regulation of alpha-beta T cell activation",0.000381095521072736,3.46301877558724,0.000381095521072736,0.0236388107499689,58,0.000381095521072736
"GO:0045621 positive regulation of lymphocyte differentiation",0.000396071030482818,3.44235663253836,0.000396071030482817,0.0242216959768506,63,0.000396071030482818
"GO:0001906 cell killing",0.000426936285639282,3.4184063640766,0.000426936285639281,0.0257466298923022,64,0.000426936285639282
"GO:0050866 negative regulation of cell activation",0.000440054857040674,3.37017416381973,0.000440054857040674,0.0261742217708302,117,0.000440054857040673
"GO:0045061 thymic T cell selection",0.000453169892112849,3.63659565184164,0.00045316989211285,0.0265900496155945,18,0.000453169892112849
"GO:0045058 T cell selection",0.000494644276514394,3.50949916876514,0.000494644276514393,0.0286366059816733,25,0.000494644276514394
"GO:0002456 T cell mediated immunity",0.000506585737571156,3.39609948899184,0.000506585737571156,0.0289420430596574,47,0.000506585737571156
"GO:0032655 regulation of interleukin-12 production",0.00054889740731611,3.38424744164178,0.000548897407316111,0.0309521109424228,42,0.00054889740731611
"GO:0043383 negative T cell selection",0.000561557072093152,3.7459487941487,0.000561557072093153,0.0312600103465189,12,0.000561557072093152
"GO:0016064 immunoglobulin mediated immune response",0.000572252854105387,3.30442746285246,0.000572252854105388,0.0314521758547544,93,0.000572252854105387
"GO:0031341 regulation of cell killing",0.000590612554234914,3.39290940388473,0.000590612554234915,0.0320554963811,35,0.000590612554234914
"GO:0046640 regulation of alpha-beta T cell proliferation",0.000609724200564882,3.52146077007738,0.000609724200564881,0.0326842281339841,19,0.000609724200564882
"GO:0002709 regulation of T cell mediated immunity",0.000748489215066337,3.31385528054008,0.000748489215066337,0.0396334167294883,34,0.000748489215066337
"GO:0032615 interleukin-12 production",0.000759129386589643,3.27887586199947,0.000759129386589644,0.039712527669545,43,0.000759129386589643
"GO:0032613 interleukin-10 production",0.000776523238141281,3.31182830411965,0.000776523238141279,0.0401388559524933,32,0.000776523238141281
"GO:0002710 negative regulation of T cell mediated immunity",0.000808409009030675,3.71849617554856,0.000808409009030675,0.0412954343201316,10,0.000808409009030675
"GO:0032663 regulation of interleukin-2 production",0.000824386794015702,3.26091369886898,0.000824386794015702,0.0416219472048393,40,0.000824386794015702
"GO:0002704 negative regulation of leukocyte mediated immunity",0.00084826380369485,3.5781347058539,0.000848263803694852,0.0418541072232164,12,0.00084826380369485
"GO:0002707 negative regulation of lymphocyte mediated immunity",0.00084826380369485,3.5781347058539,0.000848263803694852,0.0418541072232164,12,0.00084826380369485
"GO:0048535 lymph node development",0.000908119201225957,3.65513220262842,0.000908119201225959,0.04430397271599,10,0.000908119201225956
"GO:0070665 positive regulation of leukocyte proliferation",0.000975297634506222,3.14079509861613,0.00097529763450622,0.0470526925447334,98,0.000975297634506222
"GO:0042108 positive regulation of cytokine biosynthetic process",0.00103653687717879,3.15190774862642,0.00103653687717879,0.048954523586546,58,0.00103653687717879
"GO:0046641 positive regulation of alpha-beta T cell proliferation",0.0010372676577527,3.46867009509305,0.0010372676577527,0.048954523586546,14,0.0010372676577527
"GO:0042107 cytokine metabolic process",0.00106595783671507,3.11101074836031,0.00106595783671507,0.0497676228711486,103,0.00106595783671507
"GO:0032946 positive regulation of mononuclear cell proliferation",0.00109089136376942,3.10756163980717,0.00109089136376942,0.0503898968243278,95,0.00109089136376942
"GO:0050671 positive regulation of lymphocyte proliferation",0.00112247813981467,3.09918211783884,0.00112247813981467,0.0513031587692135,94,0.00112247813981467
"GO:0045060 negative thymic T cell selection",0.00119114704346955,3.47633758201925,0.00119114704346955,0.0538745881535913,11,0.00119114704346955
"GO:0001817 regulation of cytokine production",0.00125731317451768,3.03184833698386,0.00125731317451768,0.0562809670490285,375,0.00125731317451768
"GO:0050857 positive regulation of antigen receptor-mediated signaling pathway",0.00128595923294772,3.44333880617101,0.00128595923294772,0.0569758672393775,11,0.00128595923294772
"GO:0042129 regulation of T cell proliferation",0.00148054382520902,3.00873491611169,0.00148054382520902,0.064934558475329,102,0.00148054382520902
"GO:0001910 regulation of leukocyte mediated cytotoxicity",0.00162729226483167,3.06373070790638,0.00162729226483167,0.0698653109833453,32,0.00162729226483167
"GO:0035710 CD4-positive, alpha-beta T cell activation",0.00162881027646487,3.02334640675413,0.00162881027646487,0.0698653109833453,46,0.00162881027646487
"GO:0002820 negative regulation of adaptive immune response",0.00164123945654105,3.19536018394154,0.00164123945654105,0.0698653109833453,16,0.00164123945654105
"GO:0002700 regulation of production of molecular mediator of immune response",0.00169431167463153,2.98849644432697,0.00169431167463154,0.0710313122534104,63,0.00169431167463154
"GO:0043367 CD4-positive, alpha-beta T cell differentiation",0.00170959178644034,3.01099711031615,0.00170959178644034,0.0710313122534104,44,0.00170959178644034
"GO:0050868 negative regulation of T cell activation",0.00171770791953203,2.97929039180883,0.00171770791953203,0.0710313122534104,68,0.00171770791953203
"GO:0032623 interleukin-2 production",0.00176957392837435,2.99551069193198,0.00176957392837435,0.0724857546886928,46,0.00176957392837435
"GO:0045582 positive regulation of T cell differentiation",0.00183204547857066,2.97559862549276,0.00183204547857067,0.074343378205176,53,0.00183204547857066
"GO:0045076 regulation of interleukin-2 biosynthetic process",0.0018541384220909,3.10436576421056,0.0018541384220909,0.0745432317473954,19,0.0018541384220909
"GO:0070672 response to interleukin-15",0.00189481622035927,3.27494503476598,0.00189481622035927,0.0754797433834858,11,0.00189481622035927
"GO:0042742 defense response to bacterium",0.00193118328284905,2.91919259551572,0.00193118328284905,0.0762290710375506,116,0.00193118328284905
"GO:0042089 cytokine biosynthetic process",0.00196482614695847,2.91811454174538,0.00196482614695847,0.0768583345053485,100,0.00196482614695847
"GO:0002823 negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.00204159510201323,3.14972206821576,0.00204159510201324,0.0784642540327802,14,0.00204159510201323
"GO:0050871 positive regulation of B cell activation",0.00204202227215665,2.93430381398888,0.00204202227215665,0.0784642540327802,55,0.00204202227215665
"GO:0002440 production of molecular mediator of immune response",0.00206888372539808,2.89975530298461,0.00206888372539808,0.0787990625936708,105,0.00206888372539808
"GO:0002286 T cell activation involved in immune response",0.00211187259745295,2.93291920587555,0.00211187259745295,0.079123640875578,48,0.00211187259745295
"GO:0042094 interleukin-2 biosynthetic process",0.00211385129930148,3.0254920783666,0.00211385129930148,0.079123640875578,22,0.00211385129930148
"GO:0042035 regulation of cytokine biosynthetic process",0.00257134110387477,2.83325936377347,0.00257134110387478,0.0954253254104641,90,0.00257134110387477
"GO:0001819 positive regulation of cytokine production",0.00282002846007762,2.78344131869741,0.00282002846007763,0.103767487912348,198,0.00282002846007762
"GO:0032735 positive regulation of interleukin-12 production",0.00301253603408175,2.88077551059977,0.00301253603408175,0.109919592100697,24,0.00301253603408175
"GO:0002821 positive regulation of adaptive immune response",0.00317948583959664,2.79029718021062,0.00317948583959664,0.113703422963071,49,0.00317948583959664
"GO:0042088 T-helper 1 type immune response",0.00318195054089121,2.81999102004285,0.00318195054089121,0.113703422963071,34,0.00318195054089121
"GO:0002824 positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.00319479907910978,2.79307516780785,0.00319479907910978,0.113703422963071,46,0.00319479907910978
"GO:0002292 T cell differentiation involved in immune response",0.00340741467372854,2.78900632720961,0.00340741467372854,0.12028450823845,36,0.00340741467372854
"GO:2000514 regulation of CD4-positive, alpha-beta T cell activation",0.00362412794938234,2.78536032745571,0.00362412794938235,0.126902931904985,30,0.00362412794938234
"GO:0043370 regulation of CD4-positive, alpha-beta T cell differentiation",0.00374751343966039,2.780857297685,0.0037475134396604,0.130173626840044,28,0.00374751343966039
"GO:0031343 positive regulation of cell killing",0.00424408024807867,2.7372604900168,0.00424408024807867,0.145954267437071,28,0.00424408024807867
"GO:0002698 negative regulation of immune effector process",0.0042954882064522,2.67957547736341,0.00429548820645221,0.145954267437071,53,0.0042954882064522
"GO:0002274 myeloid leukocyte activation",0.00432307012593451,2.64875987086889,0.00432307012593452,0.145954267437071,115,0.00432307012593451
"GO:0002544 chronic inflammatory response",0.0043362737216449,2.77660516246357,0.0043362737216449,0.145954267437071,19,0.0043362737216449
"GO:0002377 immunoglobulin production",0.00456298699973118,2.64443545004578,0.00456298699973119,0.152403765791022,71,0.00456298699973118
"GO:0030101 natural killer cell activation",0.00466111166068584,2.66137921172626,0.00466111166068585,0.154492723898458,43,0.00466111166068584
"GO:0050869 negative regulation of B cell activation",0.00475260140727803,2.6982788329652,0.00475260140727802,0.156331782654554,26,0.00475260140727803
"GO:0032733 positive regulation of interleukin-10 production",0.00489231978311959,2.76322560344707,0.00489231978311959,0.157484821404155,16,0.0048923197831196
"GO:0045066 regulatory T cell differentiation",0.00492934265704247,2.8266114329383,0.00492934265704248,0.157484821404155,12,0.00492934265704247
"GO:0002715 regulation of natural killer cell mediated immunity",0.00493922523835228,2.73605043154925,0.00493922523835228,0.157484821404155,18,0.00493922523835228
"GO:0002287 alpha-beta T cell activation involved in immune response",0.00496900518939872,2.65299607931444,0.00496900518939872,0.157484821404155,35,0.00496900518939872
"GO:0002293 alpha-beta T cell differentiation involved in immune response",0.00496900518939872,2.65299607931444,0.00496900518939872,0.157484821404155,35,0.00496900518939872
"GO:0050777 negative regulation of immune response",0.00511277107045578,2.61741203929546,0.00511277107045577,0.160867043390717,52,0.00511277107045578
"GO:0001914 regulation of T cell mediated cytotoxicity",0.00522571058791766,2.72053390557777,0.00522571058791766,0.162878458028109,17,0.00522571058791766
"GO:0002712 regulation of B cell mediated immunity",0.00525172365820708,2.63791294788546,0.00525172365820709,0.162878458028109,33,0.00525172365820708
"GO:0001909 leukocyte mediated cytotoxicity",0.00553150744962892,2.59283824071898,0.00553150744962892,0.17033904500914,48,0.00553150744962892
"GO:0071346 cellular response to interferon-gamma",0.00564885528949426,2.56112898243266,0.00564885528949426,0.172727673711155,89,0.00564885528949426
"GO:0032620 interleukin-17 production",0.00578667963883146,2.67916138460121,0.00578667963883147,0.174484465220877,18,0.00578667963883146
"GO:0032660 regulation of interleukin-17 production",0.00578667963883146,2.67916138460121,0.00578667963883147,0.174484465220877,18,0.00578667963883146
"GO:0030889 negative regulation of B cell proliferation",0.00599045181592354,2.72348177918871,0.00599045181592355,0.179383046791311,13,0.00599045181592354
"GO:0019835 cytolysis",0.00634994867111896,2.58180107617135,0.00634994867111895,0.188845733767113,27,0.00634994867111896
"GO:0001913 T cell mediated cytotoxicity",0.00648473101632885,2.60755801475588,0.00648473101632884,0.191542190972108,20,0.00648473101632884
"GO:0002718 regulation of cytokine production involved in immune response",0.0067411244169586,2.52830111835537,0.00674112441695861,0.197770014989421,40,0.0067411244169586
"GO:0043368 positive T cell selection",0.00687786650798301,2.70244422769261,0.00687786650798301,0.200427492467532,11,0.00687786650798301
"GO:0030890 positive regulation of B cell proliferation",0.00710113100774792,2.51745194039701,0.00710113100774792,0.20555407223761,35,0.00710113100774792
"GO:0002825 regulation of T-helper 1 type immune response",0.00743084089207701,2.55338516738654,0.00743084089207701,0.21367358379734,20,0.00743084089207701
"GO:0002637 regulation of immunoglobulin production",0.00767388540738753,2.49265338570487,0.00767388540738754,0.21921059499261,33,0.00767388540738753
"GO:0030183 B cell differentiation",0.00794888051183204,2.43862385434672,0.00794888051183204,0.221360590177475,77,0.00794888051183204
"GO:0001773 myeloid dendritic cell activation",0.00797072354805103,2.52300935340146,0.00797072354805103,0.221360590177475,20,0.00797072354805103
"GO:0046635 positive regulation of alpha-beta T cell activation",0.00799756852254698,2.46175220787212,0.00799756852254698,0.221360590177475,43,0.00799756852254698
"GO:0060333 interferon-gamma-mediated signaling pathway",0.00800138479205944,2.43983334376867,0.00800138479205944,0.221360590177475,72,0.00800138479205945
"GO:0042269 regulation of natural killer cell mediated cytotoxicity",0.00802774648258532,2.54557167449154,0.00802774648258533,0.221360590177475,17,0.00802774648258532
"GO:0045086 positive regulation of interleukin-2 biosynthetic process",0.00805503759742999,2.58880660209072,0.00805503759742999,0.221360590177475,13,0.00805503759742999
"GO:0002889 regulation of immunoglobulin mediated immune response",0.00839168661423447,2.4591733892506,0.00839168661423449,0.229161655842806,32,0.00839168661423447
"GO:0031347 regulation of defense response",0.0086971892635391,2.38300680413093,0.00869718926353909,0.236019973639292,419,0.00869718926353909
"GO:0032814 regulation of natural killer cell activation",0.00910301713994928,2.4651857726606,0.00910301713994929,0.24549876038298,22,0.00910301713994928
"GO:0050706 regulation of interleukin-1 beta secretion",0.00919653411615318,2.47674357905481,0.00919653411615319,0.24648982180455,18,0.00919653411615318
"GO:0046637 regulation of alpha-beta T cell differentiation",0.00963586666673997,2.39170613671892,0.00963586666673999,0.256680570963098,41,0.00963586666673997
"GO:0002260 lymphocyte homeostasis",0.0100097941045648,2.36917742287865,0.0100097941045648,0.264685392325677,45,0.0100097941045648
"GO:0002455 humoral immune response mediated by circulating immunoglobulin",0.0100582887456786,2.3698828917,0.0100582887456787,0.264685392325677,43,0.0100582887456786
"GO:0033077 T cell differentiation in thymus",0.0103869783547586,2.34230871877892,0.0103869783547586,0.271688313351578,64,0.0103869783547586
"GO:0002294 CD4-positive, alpha-beta T cell differentiation involved in immune response",0.0106196708276898,2.36238234350783,0.0106196708276898,0.274467921034698,33,0.0106196708276898
"GO:0042093 T-helper cell differentiation",0.0106196708276898,2.36238234350783,0.0106196708276898,0.274467921034698,33,0.0106196708276898
"GO:0002367 cytokine production involved in immune response",0.0111017553402123,2.32711290175272,0.0111017553402123,0.285229714125454,46,0.0111017553402123
"GO:0050854 regulation of antigen receptor-mediated signaling pathway",0.0113755777562216,2.35109736292829,0.0113755777562216,0.290545638926553,26,0.0113755777562216
"GO:0009617 response to bacterium",0.0115612363379589,2.27704673206511,0.0115612363379589,0.292587695304604,312,0.0115612363379589
"GO:0042346 positive regulation of NF-kappaB import into nucleus",0.0116768840609723,2.35842201348434,0.0116768840609723,0.292587695304604,21,0.0116768840609723
"GO:0001912 positive regulation of leukocyte mediated cytotoxicity",0.0116869813780973,2.34313330639826,0.0116869813780973,0.292587695304604,25,0.0116869813780973
"GO:0002507 tolerance induction",0.0117673613682984,2.38988090792268,0.0117673613682984,0.292587695304604,16,0.0117673613682984
"GO:0071353 cellular response to interleukin-4",0.0117924566278917,2.47681010955209,0.0117924566278917,0.292587695304604,10,0.0117924566278917
"GO:0032740 positive regulation of interleukin-17 production",0.0124226508667204,2.4412797984572,0.0124226508667204,0.306472443541477,11,0.0124226508667204
"GO:0032633 interleukin-4 production",0.01267736217221,2.30380005440651,0.0126773621722099,0.310989302552178,27,0.0126773621722099
"GO:0002711 positive regulation of T cell mediated immunity",0.0142447696223657,2.26024203394838,0.0142447696223657,0.34557527820547,25,0.0142447696223658
"GO:0002831 regulation of response to biotic stimulus",0.0142464244124318,2.20957383060769,0.0142464244124319,0.34557527820547,85,0.0142464244124318
"GO:0002381 immunoglobulin production involved in immunoglobulin mediated immune response",0.0145735127593176,2.22144577932583,0.0145735127593176,0.349769657257541,41,0.0145735127593176
"GO:0002312 B cell activation involved in immune response",0.0145804486327994,2.22045782265117,0.0145804486327994,0.349769657257541,42,0.0145804486327994
"GO:0034341 response to interferon-gamma",0.0155544995070149,2.17029057054337,0.0155544995070149,0.369922634897574,107,0.0155544995070149
"GO:0050830 defense response to Gram-positive bacterium",0.0155909355564845,2.20682495003362,0.0155909355564846,0.369922634897574,32,0.0155909355564845
"GO:0097028 dendritic cell differentiation",0.0161198559168711,2.23392777903195,0.0161198559168711,0.38039355647312,18,0.0161198559168711
"GO:0036037 CD8-positive, alpha-beta T cell activation",0.0169384368037751,2.29636496107441,0.0169384368037751,0.397549689740495,10,0.0169384368037751
"GO:0045063 T-helper 1 cell differentiation",0.0173263268813298,2.24216885597798,0.0173263268813299,0.404467265154485,14,0.0173263268813298
"GO:0050718 positive regulation of interleukin-1 beta secretion",0.0174414871501052,2.20992360214787,0.0174414871501052,0.404978273827577,16,0.0174414871501052
"GO:0051607 defense response to virus",0.0177600957543276,2.11032032992125,0.0177600957543276,0.410182637049418,183,0.0177600957543276
"GO:0050702 interleukin-1 beta secretion",0.0180721185194145,2.16831685989133,0.0180721185194145,0.415180627573004,21,0.0180721185194144
"GO:0031349 positive regulation of defense response",0.0183331911924061,2.095840962853,0.0183331911924062,0.416112425025011,223,0.0183331911924061
"GO:0050663 cytokine secretion",0.0183698621454485,2.10456346656216,0.0183698621454485,0.416112425025011,91,0.0183698621454485
"GO:0071345 cellular response to cytokine stimulus",0.0184706315501609,2.08987692718157,0.0184706315501609,0.416112425025011,407,0.0184706315501609
"GO:0050798 activated T cell proliferation",0.0184960152072379,2.13508067318052,0.0184960152072379,0.416112425025011,30,0.0184960152072379
"GO:0002230 positive regulation of defense response to virus by host",0.0190037892551049,2.17135342212495,0.0190037892551049,0.424021321210066,16,0.0190037892551049
"GO:0046629 gamma-delta T cell activation",0.0190772942847485,2.22049057152414,0.0190772942847486,0.424021321210066,11,0.0190772942847485
"GO:0001776 leukocyte homeostasis",0.0191405294696391,2.09756632841756,0.0191405294696391,0.424021321210066,55,0.0191405294696391
"GO:0002577 regulation of antigen processing and presentation",0.0194508498166696,2.21925474055402,0.0194508498166696,0.428708578192789,11,0.0194508498166696
"GO:0045088 regulation of innate immune response",0.0195860733970459,2.06884651500781,0.0195860733970459,0.42950874085845,217,0.0195860733970459
"GO:0042095 interferon-gamma biosynthetic process",0.0197559294735562,2.14668606104139,0.0197559294735562,0.430742244612235,17,0.0197559294735562
"GO:0032731 positive regulation of interleukin-1 beta production",0.0198407298301352,2.12338291671051,0.0198407298301352,0.430742244612235,22,0.0198407298301352
"GO:0050688 regulation of defense response to virus",0.0204026757365542,2.06625960730696,0.0204026757365542,0.440738398249345,66,0.0204026757365542
"GO:0000236 mitotic prometaphase",0.0215916973081054,2.0393775675832,0.0215916973081054,0.462936765790904,86,0.0215916973081054
